,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1743773,humanfactors,After starting the #2 engine; the pushback crew noticed a large amount smoke behind the engine which quickly went away.  Because there was very little wind. Some of this smoke entered the aircraft before we finished starting the #1 engine. Other than a slightly odd smell; it seemed to disperse quickly.  I verbalized this to the pushback crew and the First Officer. Additionally; I mentioned to the FO (First Officer) that I would call the flight attendants and make an announcement over the PA. Before taxiing; the F/A's (Flight Attendants) called to report the smell and that there was some possibility of smoke or haze in the cabin. I communicated through the F/O that we would check back with them after we taxied a ways to see if it was improving or getting worse. I also made a PA to the passengers.  At this time I believed the problem was that we had ingested exhaust fumes from the engine start. After taxiing for about four minutes; I checked back with the F/A's and the front two could neither see nor smell anything. The back two said they could still smell something; but not see anything.  They also stated that it was not getting better; but neither was it getting worse. I discussed the situation with the F/O and he felt there was no reason not to go; but thought one more check with the F/A's might help.  Since we just talked to them and they were alright with going; I elected to continue. We executed a normal takeoff and upon approaching the cleanup altitude; the odd smell returned and I stated that this was something that required us to return to ZZZ. Simultaneously; the F/A's also reported the smoke and fumes had returned. I am not sure of the precise order of events; but we donned our oxygen masks; notified ATC; and requested a return to the airport.With our masks on; the F/O and I struggled to communicate with each other and ATC. Basically the design shoots so much oxygen into the mask that it overpowers the microphone inside it.  We both operated the mask correctly and spent some effort and time verifying the settings; but nothing worked. For this reason; I elected to make a relatively quick return to the airfield. In all my experience (43 years); I have never had a problem like this with a mask.  I asked Maintenance Control if I should write both masks up and said no because they frequently get complaints like this. We flew a box pattern and made an uneventful landing with CFR (Crash Fire Rescue) truck giving us a good check out.  After coordinating with the company and flight attendants and briefing the passengers; we taxied to the gate. During the taxi we did not experience anymore smoke and fumes. Maintenance technicians checked the aircraft out; informed us that the 'B' system hydraulic system was over serviced and had entered in the ventilation system where it produced the smoke and fumes. Continued flying would not have improved our situation; so I was glad we made a prompt return. I think the decision to take the aircraft flying was not good in retrospect; but all of us thought there was no reason; at the time; to not go flying.  I have had similar situations just like this and the problem went away once there was sufficient air moving through the cabin. Looking back; even though there was contradictory inputs from the F/A's; there was still enough to warrant a return to gate. The problems with O2 masks is unacceptable.  Maybe they would have worked better at higher altitudes (we only climbed to 6000 ft); but it made the flight deck workload very high and challenging.,
1743792,humanfactors,The flight plan had us going straight across via ZZZZZ so minimum time to coast out. I logged us into CPDLC with ZZZZ Oceanic ATC Operations and we did the circle and tick procedures. Then shortly before ZZZZZ ATC re-routed us over ZZZZZ1 and then told us service terminated; squawk XXXX. We dialed up XYX.Z and XYA.Z on the radios. This was my first flight in over 3 months due to COVID schedule reductions. In the process of all of this; we forgot to get a SELCAL Ck with ZZ Radio. I caught this later in the flight and we did the SELCAL check with ZZ Radio. Flight continued uneventfully.We got busy with multiple tasks in a short period of time and overlooked the SELCAL check. I was using the ZZZ Reference Ck list on my iPAD but since you can't check off the items on the iPad it's not as effective as using the actual paper copy. Also; having not flown in so long creates another challenge as I had probably lost some of my regular flow that comes with flying more regularly. These are pilot not flying tasks but as the Captain; it is my responsibility to make sure they get done.Lessons learned: Be sure to use the paper copy of the Reference Guide checklist. There is great value in being able to look and see if any check marks are missing on the checklist.,
1743796,humanfactors,Last Sunday night while returning empty to our home airport we had to execute a go-around due to an opposite direction aircraft failing to acknowledge us or give way while we were on short final. I was the Pilot Flying on this leg; our last leg of three for the day. It was dusk; wind was light; better than 5 miles Visibility; 1;200 ft. Overcast. We were with Approach who had cleared us for the ILS Approach due to the low ceilings; but had been monitoring CTAF on Com 1 for the last 20 miles. The pilot monitoring had made 3 traffic calls by this point. We proceeded on the approach; and once below the ceiling; visually acquired the runway; and cancelled our IFR Flight Plan with Approach at approximately 2.5 miles from the runway. Just prior to this we picked up a cyan target on TCAS at the opposite end of the runway; roughly 2 miles from the airfield; 5 miles from us. It appeared to be a helicopter at 600 ft. on a northerly heading but they had not responded or acknowledged our traffic calls. We initially thought it might be a transient since they had not responded. Upon fully switching to CTAF and giving a 'short final' traffic call; the opposing traffic changed its heading and lined up for the opposite direction runway in a head on situation. The pilot of this aircraft then radioed the following; 'Experimental Jet landing ...' The Pilot Monitoring quickly responded that we were a Jet on short final and the active runway was our runway. No further response from the Experimental Jet traffic; so I opted to execute a Go-Around. The Pilot Monitoring called our Go-Around on CTAF. There was no other traffic in the area so I rolled right; cleaned up and executed a right 360 degree turn in order to stay in VMC conditions and position us to return to land. In the turn; we heard the landing traffic call that he had cleared the runway. The pilot monitoring made an additional traffic call; but there was no further response from the traffic; and we landed without incident. The pilot of that aircraft never responded or apologized; and appeared to quickly park the plane at the airport hangars. A later conversation with the FBO line serviceman; who knew the pilot of this jet aircraft and revealed this pilot's name and the aircraft type. Later on this ramper texted with the jet pilot; and the pilot revealed that he was; 'very low on fuel and scud running' so he opted to land with a tailwind on the opposite direction runway. We were upset that this dangerous situation even occurred; as it could have been prevented with some basic airmanship. We believe that this pilot's behavior was an absolute hazard to himself and others on the ground. Yesterday morning I opted to do some online research; and I discovered that this individual was a Private Pilot and only qualified to fly his experimental jet.This careless and dangerous behavior could not only hurt this pilot; and those on the ground should an incident occur; but also general aviation as a community and the local community near the airport. This pilot does not appear to respect the FARs having demonstrated that it's acceptable to operate his aircraft in IMC while he is not qualified to do so. Additionally; he did not demonstrate adequate Private Pilot knowledge; AIM knowledge; nor did he respect his aircraft's specific limitations by operating on low fuel and then landing on the wrong runway despite the weather reports or that there was an inbound aircraft on the same runway.,
1743824,humanfactors,On departure out of ZZZ was given a heading after taking off and to level at 6;000 feet. I turned to the heading and let the nose [go] below the flight director to try and give an easier level off. At first I reduced the throttles manually; but as we were also looking for traffic ahead I let go of the throttles while looking outside and ended up speeding up to about 265 knots before realizing it. I immediately pulled the throttles back and added back pressure.I believe I underestimated how rusty I might be from barely flying this month. Going forward I'm going to rely more on following the flight director much closer; especially because of how little I'm flying.,
1743828,humanfactors,Had a lot of confusion and miss communication at the beginning of a passenger event. Originally I was told that there was a passenger at the gate who does not have a face mask isn't going to wear one. Also that that passenger was telling people at the gate of having had the virus already. On top of that I was told this passenger had a medical problem they were traveling to ZZZ to be worked on. I was also hearing that passenger was being disruptive.One of my flight attendants had a concern of this passenger still being contagious and being a disruptive passenger. With the passenger still being at the gate I started to receive more information I was told to contact MedLink. Turns out that the gate had already been in touch with MedLink and the passenger had already been cleared by MedLink. As for the pre-existing medical condition; the passenger told the gate of not wearing a mask because it causes asthma attacks. I verified this to be a possibility with MedLink on my side.As for the disruptive behavior I spoke with the station manager and he informed me that the passenger was being cooperative and only just understandably a little frustrated. I asked him if he thought passenger would be an issue in flight and he indicated that he did not believe that to be the case. After speaking with my flight attendant about her concerns we decided they had all been resolved and we allowed the passenger to board the flight. I think this is new to all of us and I don't think I could do anything different.,
1743830,humanfactors,During descent on the BRUSR arrival into PHX; I noticed an aircraft on TCAS approximately 2;900 ft. below us and climbing towards us as we descended through 13;000 ft. Just prior to 12;500 ft.; I disconnected the autopilot and started to shallow the descent and level off as I could tell we were getting too close. At the same time; a TCAS RA commanded 'monitor vertical speed' with a green box around a level attitude. ATC also instructed us to stop our descent (after the RA had already sounded). I also saw the other aircraft out of my window at about this time; it was a small private jet. A few moments later; ATC instructed us to descend and maintain 11;000 ft. but the RA was still commanding level flight; so I told ATC we could not do that yet. When the RA stated 'clear of conflict' I resumed a descent and clarified the altitude with ATC. When I saw the other aircraft; we were very close. I estimate that we passed within 500 ft. of each other. ATC completely ignored us when we stated that we were responding to an RA; then ignored us again when we stated that we could not accept a descent yet because the RA was still active.,
1743844,humanfactors,During the second half of our flight from ZZZ to ZZZ1 while in the cruise portion of the flight; the FO pointed out the transponder was still in ALT On and not TA/RA. We switched it to TA/RA and continued the flight. My mistake for not visually confirming during the 'Before Takeoff' Flow and Checklist and my recommendation is to remind crews to really take their time and visually identify items are completed because a lot of us are going weeks or might go a month or longer without flying since COVID lessened our customers desire to travel. Best case I would recommend rotating people through scheduled trips to try to get people to fly at least every other week to maintain everyone's proficiency; but I understand that may be a tough wish.,
1743853,humanfactors,I was flying in A position. About 20 minutes into the flight a passenger began coughing violently in row X window seat Captain's side. I went over; passenger threw up in mask. I was about 2 feet away to help assist. I gave passenger napkins; a new mask; and several double bagged trash bags. I went to ask how passenger felt. Passenger said very nauseous and ate before flight and usually never eats before flight. Flies all the time. I said okay. I turned on air vent and put a cool towel on passenger's head and gave passenger water. I told passenger to ring me again for anything. Ten minutes later I heard passenger wheezing and coughing again. Passenger's mask was off and was puking in the bag. Again I was two feet away. Passenger was retching and coughing in my face. I told passenger to put a mask on in order for me to assist safely. Passenger did. I asked passenger to tell me what's going on again and if oxygen [was needed] or for me to call for medical personnel on board. Passenger declined both. Passenger can't breathe and feels hot. I call the Captain and tell him what is happening. Based on the coughing and hotness alone he and [I] both decided EMT's should meet the flight during this pandemic. Passenger doesn't throw up anymore. We land. EMT's are there upon arrival along with supervisors and gate agent. I tell the supervisors; gate agent and airport personnel what happened. The EMT's said passenger had airsickness and left. I called the base and spoke to Person A. I told her what happened and my concerns and that I wanted to take a test since passenger coughed directly in my face and the puke bag with bodily fluid was open. I was told by Person A and Person B; because I notified them of the incident if I test positive; I will not be pulled with pay; since I notified them. The supervisors need to have correct information if exposed to COVID-19 while on duty.,
1743857,humanfactors,Upon arrival; as the A FA; I made disarming announcement; disarmed door and cross checked my door (L1) and the R1 door.  I then waited for jet bridge and CSA; gave thumbs up; waited for knock; then opened door. As I was opening I heard the interphone 'ring.' The D answered it. After I stepped away from door to let guests off; I asked the D what the back FAs needed. The D stated that they were relaying that the AFT doors were disarmed. I had forgotten to call them.I take full responsibility. I rarely fly A; and due to COVID; I haven't been on an airplane in almost 2 months. I was trying to go slow and be cautious. But missed that important step.,
1743906,humanfactors,On IFR cross-country ferry flight from ZZZ to ZZZ1; we were level at FL390 and ZZZ Center switched us to XYY.ZA crossing into State X. We checked on to the frequency; but heard no response. We decided to wait and check-in again in the event there was a Controller switch or other delay. We mistakenly waited too long to make contact with ARTCC via charted frequency or guard frequency; because several minutes later we realized we hadn't been called or heard other aircraft. Quiet ARTCC frequencies have become more prevalent during the COVID-19 travel restrictions and low air traffic volume.  We attempted contact one more time on XYY.ZA and got no response; so then we looked up the ZZZ Center frequency for our location on the IFR chart and immediately reestablished contact with ZZZ Center. No unusual comments from the Controller.  Flight was uneventful from that point.We may have been transferred to an incorrect frequency; as both pilots remembered hearing XYY.ZA. I don't think we were monitoring XBX.A; as our VHF radio does not have a specific guard monitoring feature. We were monitoring BCY.Z on our UHF radio. We should have been more timely in establishing contact with previous center sector or charted frequency once our initial call was unanswered.  No traffic conflicts were reported by ATC; and no questions or queries about the event by any ATC facility.,
1743912,humanfactors,Upon IFR departure from SJT tried to pickup IFR clearance from both FSS frequency listed and DFW frequency. Unable to get clearance on ground. At this time local Tower and Approach/Departure Control had closed. [I] decided to depart VFR and pick up clearance in the air. It was a clear night with no reported traffic so departed VFR off of Runway 18. Set initial climb alt to 17;500 ft. At about 10 NM noticed alert from iPad that TFR was ahead. Ended up clipping NW corner. As soon as error was noticed immediate corrective action was taken to clear TFR. Time in TFR estimated at less than 20 seconds. Tower/Approach states 'When you're talking with us; you can proceed through the TFR.' We are normally talking to ATC; and routinely fly through the TFR without thinking about it - developed complacency toward the TFR. Tower/Approach control had just closed. Just before Tower closed; we heard an arriving aircraft ask about the TFR; and Tower reported that the area was not in-use and allowed the aircraft to fly through the TFR.Was unable to reach FSS or Center on the ground to open flight plan/talk to ATC. Elected to depart VFR and pick up IFR enroute.Had TFR displayed on moving maps on both iPads. Did not get our attention (factors: complacency mentioned above; fatigue after long flying day; just a ferry home). The TFR should have been displayed graphically on the aircraft's moving map; but the XM weather subscription recently expired. 'TFR' option was selected for display but not receiving XM data.Saw another aircraft in TFR; didn't occur to us it was a military drone until they called on radio. Having never operated there at night; maybe had assumption they wouldn't be flying when Tower closed.,
1743926,humanfactors,Un-manifested D.G. (Dangerous Goods) Flight had two items of Dangerous Goods that were not properly manifested and did not make it on to the DSTG or the DHAZ in software. The un-manifested cargo were the following:-4 pcs. at 16 lbs. (all 4 pcs/ D.G.)-Class 9; 2.11 kg.-Class 2.1; 0.44 kg.-Class 3; 0.35484L X 2 pcs. -12 pcs. at 260lbs (4 pcs. D.G.)-Class 8; 3L and 5L-Class 8; 1L and 5L Only one item was properly manifested. As far as I am able to piece together at this time; the D.G. acceptance and capture took a long time; bouncing from one agent to another and came right up to lockout time for the flight. This was because of one agent not being familiar with the Dangerous Goods capture process. Cargo was the only Dangerous Goods that was actually manifested and loaded in Aircraft X; despite having cargo and cargo inside the unit. The two un-manifested D.G. shipments were manifested after the flight departed. In addition to this; when the manifesting agent asked to get the shipment removed from Aircraft X; she was told that it was too late and to let it go. In short; the Captain was never made aware of the two additional D.G. shipments on board. I am still waiting for individual accounts of what happened. I have asked the following individuals for a written statement all personnel involved.,
1743967,humanfactors,On transition from Center to MCO approach; we were given a clearance to cross BAIRN int at FL110 on the BAIRN4 arrival. We had just switched to MCO approach while we were leveling at the assigned fix at the assigned altitude. As soon as we checked in; MCO approach alerts us to VFR traffic at twelve o'clock and four miles at FL105 and to climb and maintain FL120. In the seconds between the notification and execution of the order; I simultaneously scanned the ND and peered out the windscreen to visualize traffic while reaching to dial in the newly assigned altitude. As I pulled FL120 to command Open Climb; we got the RA to climb. We performed the memory items and executed. The last I saw the red traffic indicated by TCAS; it was 400 ft. below us. There is no reason this should have occurred. MIA and MCO controllers should have coordinated and issued an altered clearance well ahead of time to prevent the close incursion. This aircraft didn't just appear at the altitude; he was mode C equipped and the whole situation could have been prevented had the controllers done their jobs. Instead; and aircraft carrying approximately 140 souls onboard was forced to perform an evasive maneuver to avoid collision. Suggestions: ATC needs to pay attention 100% of the time and anticipate where aircraft are and where aircraft will soon be. I'm actually at a loss as to prevention. ATC is usually very good; especially MIA and MCO. But one moment of distraction by a controller can be catastrophic.,
1744041,humanfactors,ZZZ was using Runway X configuration due to the winds. Aircraft X flew into ZZZ Airspace on the Arrival and was told to report ZZZZZ; expect Runway X. When they reported ZZZZZ; I advised to fly a right downwind for Runway X. In the meantime; I had moved an aircraft on Ground Frequency and also cleared at least two other aircraft the use of Runway X. I cleared Aircraft X sequence and clearance to land Runway X. They read back Runway X. There was one aircraft in the Runway X local traffic pattern and I moved to sequence and clear him behind Aircraft X; but could not find Aircraft X out the window; until I saw him very short final; if not over the threshold for Runway Y. I immediately sent him around and advised I had cleared him for Runway X; told him on climbout to turn left; and fly a left downwind for Runway X. By this time the traffic pattern aircraft was well into the right downwind approaching right base turn. Aircraft X had turned left to join left downwind for Runway Y; conflicting with the traffic pattern aircraft. I told Aircraft X to immediately climb and turn westbound and issued traffic. Aircraft X reported the traffic insight. Thankfully the right base pattern traffic had already started their descent down in preparation for Runway X arrival; but I had not seen that at the time of the immediate climb clearance. I told them to extend out to the shoreline and enter right base Runway X; and asked if they understood that we are landing Runway X; the eastbound runway; and they said yes. I had to point them out to ZZZ1 Tower while they maneuvered back inbound to Runway X. They landed and taxied to park.This could have been a major issue had my pattern traffic; or any other arrivals for that matter been on short final or approach. The pattern traffic aircraft (sorry I forget his call sign) was on the departure end of Runway X and was not affected by the Runway Y go-around.I did not Brasher the pilot because I wasn't 100% sure if I had misspoken and wanted to listen to the tapes.Aircraft X is a student trainer aircraft. There could have been instruction going on and distraction; however the pilot in command read back Runway X several times. The flight school location on the field changed recently- and often for convenience in taxiing; they request to land Runway Y- so there could have been some expectation bias from the pilot going on. I did see two pilots exit the plane when they parked on their ramp.At the time of the incident; I was the only Air Traffic Controller on the clock. The previous Controller's shift was over and that is when Aircraft X initially called inbound. Coronavirus has us down two controllers; so we are operating summer traffic on winter hours; staying open only until XA pm instead of normal XC am. With daylight lasting later into the evenings; traffic is staying steady later into the evenings. Typically on summer hours; at the time of this occurrence; there would have still be 2 controllers on position and this had a better chance of getting caught sooner and alleviating the situation. To have more eyes in the Tower later in the evening and to accommodate safer operations for everyone; I would recommend some changes to scheduling. I would recommend a 1-9; 2-10; and 215-10:15 to help alleviate workload and increase safety.,
1744067,humanfactors,Experienced Maintenance delay prior to departure which eventually resulted in an aircraft swap. New aircraft came from hangar and required an additional troubleshoot to clear avionics discrepancy. Asked to refile after cleared to taxi. This was the start of mild mental fatigue. After takeoff we experienced a high workload with multiple heading; altitude and frequency changes. The pilot flying called for the after takeoff checklist. I did the after takeoff flow and ran through the after takeoff checklist. I read the 'thrust rating climb checked' and looked at the climb button to verify that I had pressed it; but failed to specifically look on EICAS to verify that CLB was reflected. When we reached cruise altitude the PF called for the cruise checklist and upon running the cruise checklist we realized that we were still in TO-1 and pressing the cruise button would not change the thrust setting. It became apparent that during the takeoff run the thrust was inadvertently placed in the max power detent and was the reason CLB and CRZ power was not established during the climb. We established CRZ power and continued the flight. Upon arrival I called Operations and was told that because we did not receive any warning/caution/advisory message the aircraft did not require any further inspection.Mild mental fatigue prior to departure due to maintenance delays and trouble shooting. Lack of experience/proficiency and recent experience in 'type.' Mental saturation during a high workload phase of flight. Failure to diligently cross-check while running a checklist.Adhere to SOP and diligently cross-check during checklist execution. The Coronavirus has created an unprecedented situation for all of us. After receiving the minimum IOE; I had only flown four legs when everything shut down in ZZZ. I didn't fly for almost three months. The flight regarding this report was my third leg since the shutdown. I think that the company should be looking more closely at who (while still technically legal) may need refresher training/recurrent/more IOE etc. Currency/consolidation/proficiency isn't just a legality; it is also a factor in the safety of our employees and passengers.,I was pilot flying.  Upon reaching cruise flight and calling for the cruise checklist (approximately 10 minutes after takeoff); the CA and I noticed that the thrust setting on the EICAS display was showing TO-1 rather than CLB.  When we tried to select CRZ thrust setting; the EICAS still showed TO-1.  It was then that we realized the thrust levers were still in the detent; thus preventing the setting of any other thrust settings besides TO-1.  When we pulled the thrust levers out of the detent and re-selected CRZ; 'CRZ' appeared on the EICAS; and we continued the flight to ZZZ.  After landing at ZZZ; the CA called maintenance to ask if we should write up that the thrust rating appeared to have been left in TO-1 until cruise.  Maintenance said because no warning/caution/advisory messages showed up; we did not need to write it up.I had inadvertently pushed the thrust levers into the detent on takeoff.  I have a habit of glancing at the thrust rating to back up the pilot monitoring after they say; 'After Takeoff Checklist complete;' but I was mildly distracted by the busy departure and did not do that this time.When I am pilot flying; I plan to be careful to continue my habit of checking the thrust rating on the EICAS when the After Takeoff Checklist is complete.
1744087,humanfactors,After forward entry door closed; I was advised by #1 FA that we had a sick passenger on board; and a CSM had okayed travel by the passenger.  At the same time; I got a call from the #4 FA advising me that the passenger was acting sick/nauseous and disoriented and was causing a lot of concern with the other passengers; who were concerned about their safety and health.  This was the first time I was informed of the passenger issue; CSM never consulted or briefed me.  We had no way to isolate [the] ill passenger.  Contacted operations to have CSM return to aircraft.Was told that passenger had been denied boarding on a previous flight; and paramedics had attended to passenger and okayed the travel; but there was no record of this or witnesses; just what the passenger claimed.  I asked CSM if the passenger's temperature had been taken; it had not.  I asked that be done; but they had to get a thermometer from outside security.While waiting for the thermometer; and after further consultation with the FA's concerning their interaction with the passenger; as well as increasing concern by other passengers about traveling with a passenger that was exhibiting obvious signs of illness of some type; I decided to have the passenger removed from the flight to ensure the safety of my crew and passengers because of the behavior and symptoms being exhibited by the passenger in question and the unknown cause of illness. In my opinion; poor screening by gate and CSM personal; desire to not deal with an issue and try to push it off on the crew; hoping to let the problem be handled by the flight crew and not dealt with by the gate personnel.In these times during a national health pandemic; we need to be more cautious and err on the side of safety for the majority of the passengers and crew rather than avoiding making a decision that affects just one passenger or crew.  We; as an airline; including gate/CSM personnel; need to treat these situations as if the potentially ill passenger is going to go back and sit down next to one of our family or loved ones.  Also; we need to consider the optics of allowing a visibly ill passenger onto an aircraft with a public that has a heightened awareness and concern about the health conditions of other passengers.  Also; the CSM and agents need to get the Captain in the loop about things that are going on his/her aircraft.  I am absolutely floored that the first I heard about this was by my flight attendants after the agent had given me the final check before closing the door.  I hate to say it; but this was yet another example of the degradation of not only Captain's authority; but also professional respect for the Captain and the entire flight crew.,
1744092,humanfactors,We were located on the ramp closest to the line shack/hangar facing towards the runway with a Phenom 300 in the spot to our left; a fuel truck was parked in front of the right wing of the Phenom. The ramp has a noticeable up-hill slope. It was before the FBO typically opened and the only FBO staff was the one line person who we arranged early hours with to fuel us in the morning. We were ready for engine start up but decided to wait for the Phenom to finish fueling. While sitting in the cockpit we saw a Citation Sovereign land and taxi into the ramp. Both myself and the other pilot (I was sitting right seat conducting captain upgrade training for the upgrade candidate sitting in the left seat) saw the Citation come into the ramp at an unsafe speed and turn around very rapidly in front of; and in to close proximity to; the fuel truck. I think we each said something like 'whoa' and/or 'what the...'. It was difficult to tell from our position but we both thought that the wing tip of the Citation was going to impact either the left wing of the Phenom or the cab of the fuel truck; we think that it cleared the fuel truck by less than feet. In the turn there was also significant jet blast that hit the Phenom and the fuel truck; we were partially shielded by the fuel truck and were further away but still felt noticeable jet blast. The Citation then shut down along the grass in front of the Phenom and angled to the left (to be parallel to the grass). In this position the Citation was pointing directly away from us. One pilot exited the Citation and was on his phone. Shortly after the Citation shut down I was looking at charts on my EFB when I heard my other pilot say 'Oh S**T!'. I looked up and saw the Citation rolling back directly towards us and the fuel truck. The line person who was operating the fuel truck and the Citation pilot were attempting to stick various chocks under the nose wheel and right main gear. They managed to get the airplane stopped after it had rolled back about 30 feet. Myself and the other pilot were both about to egress our aircraft and get to a safe location when they were able to get the Citation to stop rolling. The line person was instrumental in stopping the Citation but was also nearly run over by it in the effort. Given the actions of the Citation crew; with contributing factors of the ramp layout and slope; we were put into a dangerous situation. Had the Citation not been able to be stopped by throwing chocks underneath it who knows what would have happened. While I don't think there's anything our company could do to avoid situations such as these; it's possible the airport and/or FBO could adjust it's procedures or ramp parking layout to mitigate some of these risks. Ultimately though; we are subject to the people around us and can only be vigilant and aware that other operators my not be as safe and responsible as we are.,
1744131,humanfactors,We were cleared for a visual approach Runway X into ZZZ. FO was flying he configured to gear down flaps 30 when the glideslope came alive at the FAF ZZZZZ. The fix is around 3.5 NM from the runway. As we were descending on glideslope I told the FO; that we were at 1;400 feet AFE and to continue slowing down since he was around 165 kts; in order for us to be stable by 1;000 feet; he continued slowing down; and asked for flaps 45 degrees. Unfortunately; by the time we reach 1;000 we were fully configured for landing but too fast; so I told him to go-around and try it again. We completed a go-around per the POH profile; I spoke with Approach and Tower and eventually we received vectors back around to Runway X where we landed without any further issues. They asked the reason for the go-around; I told them it was due to being unstable. Flight attendants and passengers were notified as we were being vectored back to Runway X and After landing and arriving at the gate; Dispatch was notified.I detected our height from the field elevation around 1;400 AFE and noticed that we were still too fast around 165 kts judging our distance from the runway and a 3.0 degree angle glide path; I asked the FO to keep slowing down so we could be stable by 1;000 feet; he did by asking flaps 45 before landing checklist; but by the time we were at 1;000 feet we were too fast still. Therefore; unstable.FO being fully configured by 1;000 feet but too fast. Therefore; not complying with all the criteria required for a stable approach.FO reacted by slowing down and asking for flaps 45 degrees; unfortunately by the time we reached 1;000 feet we were too fast. Therefore; I asked him to go-around and try the approach again.Before the flight; the FO introduced himself and told me he was a low time FO and hasn't flown much in the past 2 months; most likely due to the reduced flying situation the industry is experiencing at the time. He told me he was still low time. He did very well during the entire flight; unfortunately by the time we were executing the approach he started getting behind the airplane by the time he asked for gear down flaps 30; because he thought that he had enough distance to keep slowing down the airplane he took his time; without realizing that the ZZZZZ FAF fix is only 3.5 NM from the runway slightly closer than others standard FAF at different airports/approaches and therefore he should've kept slowing down. I pointed to the fact that we were approaching 1;000 feet around 1;400 feet that and he was too fast still too fast; he reacted by asking for flaps 45 degrees. However; by the time we reached 1;000 feet he was still too fast. He performed the go-around and his second approach was much better. I would say a suggestion for this issue would be to rotate new low time FO's to fly more often whenever is possible. I know it's hard due to the current flying demand; but after we talked after landing about why we went around; he said he hasn't flow much in the past 2 months and unfortunately he fell behind during the approach phase of the flight.,
1744138,humanfactors,Arriving at ZZZ; after approach check was completed; on a very light traffic day; I was cleared 'ILS X; 2;000 till established.' I stayed at 2;000 until intercepting the glide slope and did not meet the mandatory 1;500 at ZZZZZ. When I checked on with Tower they said; 'I guess Controller gave you relief from ZZZZZ?' We were almost on top of ZZZZZ at this time and could not make the restriction. I don't know why; but I thought; '2;000 until established' gave me relief from the ZZZZZ crossing restriction.1) I was lulled into a false sense of ease. Due to Coronavirus there was very little traffic in X airspace and it was a beautiful visual day. Usually I would have been hyper-alert in that airspace; but it was more like going into non busy area or something. 2) Expectation bias-I expected the clearance to say; '2;000 until established; ZZZZZ at 1;500; cleared for the ILS X.' When Controller cleared me; I thought; 'I don't have to cross ZZZZZ at 1;500; Controller gave me 2;000 until established.' 3) Weak approach brief-my PNF mentioned afterward that he forgot about the mandatory 1;500 at ZZZZZ. Had I briefed more thoroughly; he may have caught my mistake; but since I didn't verbalize the ZZZZZ -1;500 feet restriction; he was not in the loop. 4) I did not verbalize my intention when Controller gave me the clearance- I should have said something like; '2;000 until established; I don't have to make ZZZZZ at 1;500.' My PNF might have then recognized my stupidity.,Arriving into ZZZ I was the pilot monitoring and was on approach control frequency.  We were initially clear direct ZZZZZ1 and later given a heading of 090 to intercept. We were then given 'On heading 090 maintain 2;000 till established; cleared for the ILS X; contact ZZZ Tower.' The PF armed the approach and neither of us took note of the mandatory altitude of 1;500 at ZZZZZ even though both of us have flown this approach many times in the past. When I contacted the Tower we were cleared to land.  Tower then said 'I guess you were given relief on the altitude at ZZZZZ.'  Without thinking I replied 'Yes.'  I then looked at the approach chart and noted the altitude requirement.  No further comment from Tower and no request for a phone call were made.This error was caused by complacency due to the fact it was severe VMC and we had been on the approach many times.  The approach briefing was 'Visual approach backed up by the ILS'.  The briefing should have been more thorough but it was lax due to the conditions.  My monitoring was lax in that I didn't look over the approach chart to note the mandatory crossing altitude.In the future I will make sure we do a complete briefing of the approach chart even in VMC conditions.
1744193,humanfactors,Aircraft X was on an IFR flight from ZZZ to ZZZ1 at 4;000 feet. Was flying the GPS XXR approach into ZZZ1.  Approach at XYZ.X cleared me for the approach into ZZZ1 and to contact Tower.  Approach did not give me the Tower frequency and I looked up the frequency on the approach plate and mistook the UNICOM frequency of XYY.AB and broadcasted my position and intentions.  I thought it was odd that I did not hear any response; but with COVID-19 conditions I was not sure and continued to broadcast to short final and landed.  I taxied back for an IFR flight back to ZZZ2 when a pickup truck pulled up beside my plane.  I used ground XYX.C to find out my deviation and followed the truck to park and call Tower.  I realize now that the correct Tower frequency is XYD.X.I picked up an IFR flight plan back to ZZZ2 without incident and flew the GPS XY approach into ZZZ2 to a full stop.,
1744199,humanfactors,Enroute; we were cruising at 14;000 feet awaiting a climb (planned FL340). My FO and I heard us cleared to FL270 from Center. My FO read the climb clearance back without comment from ATC. We began a climb and sometime just above 16;000 feet; ATC came on frequency with instructions to descend; that we were not cleared to climb. We immediately began a descent. I apologized and explained what we heard and read back. ATC did not respond. Remainder of interaction with Controller was uneventful; as was the remainder of the flight.With the pandemic; prior discussions with ATC informed me that less traffic volume has resulted in Controllers covering more simultaneous sectors. I'm wondering if the climb clearance was given to an aircraft on a different frequency (with a similar call sign) such that we heard no other aircraft read back the clearance; further reinforcing our belief that the clearance was for us. My FO and I discussed the event and still believed that our tail number received the clearance.,
