,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1245770,atcequipment/navfacility/buildings,This is an automation issue. Both of these aircraft tagged up on the wrong scope. They tagged up on an 'E' tag which is radar departure East (high sector) instead of a 'D' tag which is satellite Disney (low sector). The clearance delivery specialist check and modified both aircraft to the 'D' tab list but they both still tagged up on the wrong scope. Low level aircraft automating to the wrong scope has been an ongoing issue for many years at MCO and has been on the backs of the controller workforce to fix. Fix the automation so aircraft tag up on the correct scope.,
1246304,atcequipment/navfacility/buildings,We had a stuck mike on Ground Control 1 freq 121.75 for about 1 and 1/2 hours.  No one even tried to go out and look for it.  After discussing it with the Front Line Manager (FLM) it seems that no one even has equipment or the ability to locate stuck mikes on LAX airport any more.  That needs to be resolved.   Many close calls.   We had a go around and almost had a couple more.  Someone on the airfield needs to be responsible for locating stuck mikes.,
1246318,atcequipment/navfacility/buildings,Aircraft X was an IFR approach to RBD airport.  Training was taking place.  We cleared Aircraft X for the ILS runway 31 approach at RBD.  We were notified later that the approach was out of service.  We were not briefed about this situation and there was nothing on our IDS5 notifying that the approach was Out Of Service (OTS).  There was no way for us to know otherwise that the approach was not usable.  The management is still trying to figure out how this information was not displayed; available; and briefed for the controllers to be aware of the situation.More vigilance is needed by management to ensure all NOTAM's and Equipment Outages are known.,
1246326,atcequipment/navfacility/buildings,Aircraft X was inbound for runway 10 on the GPS approach.  The wind had been less than 5 knots; but then it started gusting to 25009G17.  I advised the aircraft that tower would have to change runways; but that there was a raised cable to runway 10 that would need to be taken down.  I also advised the aircraft that I could either take the aircraft out for holding until this was accomplished; or that he could continue inbound and possibly circle once the runway change was complete.  I then told him that if the cable could not be taken down in time he could do a missed approach back for resequencing; or that he could land over the raised cable.  The pilot advised he could do either one.  Then I cleared the aircraft for the approach and shipped him to the tower.  Tower cleared him to circle to the other runway once it was active; but did not mention the raised cable again.  The pilot landed and crossed over the cable which he claims cracked the wheel covers on the aircraft.The aircraft could not be given the option to land over the raised cable; but instead resequenced to hold until the cable and runway change was entirely completed.,
1247317,atcequipment/navfacility/buildings,We were vectored to the final approach course well outside the final approach fix for the ILS 24.  We were solid IMC; and although I don't recall the precise conditions; it was night; approximately 500 overcast and several miles visibility; light winds; and drizzle.  As we were on an intercept heading perhaps ten miles from the FAF we noticed that we did not have any glideslope indication.  A little closer to centerline; the GS appeared; but was somewhat erratic in that it did not stay on the peg as one would expect at that range.  At three to four miles from the FAF; the GS indication darted down to center; and the flight director captured it.  The autopilot started a pitch down to follow the GS indication.  All this happened very quickly.  I called out a warning; as did the captain; and the SIC/PF hit the TOGA switches to disengage the approach mode.  This also commanded a pitch up and climb power. By the time the pitch; power; and configuration were returned to values appropriate to terminal area operations; the aircraft had climbed from the initial altitude of 2;000 to 2;700.  This missed approach was announced to ATC as well as a report of the failed ILS signal.  ATC responded that they did indeed have a failure light for the approach and would reset the system.  We were vectored back to the procedure for a normal approach and landing.This was a situation that went from a hint of a potential issue to a full scale hazard in the blink of an eye.  The PF [Pilot Flying] responded instinctively with the universal response to an approach gone wrong by commanding TOGA.  However; as the initial and missed approaches share the same altitude; any missed approach climb before the final descent is initiated represents an altitude deviation.FD approach mode logic is structured to make inadvertent disengagement of the approach mode very difficult; and the approach mode is normally terminated with a landing.  To disengage the approach mode prior to landing takes a procedure that; although quite simple; is never practiced and therefore is not a reflexive action.  Another viable option would have been to disconnect the autopilot and ignore the FD while flying the plane raw data until the FA/AP were reconfigured appropriately.  Of course; timely notification of the failure from ATC would have been helpful as well.  All these items were covered in our post flight debrief.The whole crew; as individuals; have also recommitted ourselves to greater diligence in day to day operations so that any future untoward events will not constitute such a surprise; allowing for quicker capture of errors and tighter margins to be maintained.,
1247609,atcequipment/navfacility/buildings,While working the Oceanic R60 position; when communication (MEVA land-lines with Nassau Approach) have been historically intermittent and unreliable; example: with no notice they will fail and require that the controllers resort to commercial telephones to communicate between ZMA and Nassau Approach.  This is usually not timely and cumbersome; as these commercial phones are used by many controllers (for back-up) and are frequently busy.  Nonetheless; this is the only thing we have as a contingency.   So; with that in mind; as we coordinated the inbound (Aircraft X) to Nassau Approach; and also while attempting to complete the subsequent radar hand-off (Aircraft X) to Nassau Approach; once again; the line failed; thus rendering the inability to complete the hand-off with Nassau Approach.  Unfortunately; also at this same time; while the D-side was trying to complete the hand-off; a misunderstanding occurred (in that the Radar Controller inadvertently gave a frequency change to Aircraft X to contact Nassau Approach and immediately advised the pilot to disregard that instruction and stay on ZMA frequency (due to the fact that the D-Side advised that the line failed and he was unable to completely confirm the Radar Hand-off); however; the pilot went over to Nassau Approach anyway and ZMA observed Aircraft X descending further.  Approx. 4 minutes later (after observing Aircraft X descending into Nassau Approach airspace) we finally; via commercial telephone was able to ask Nassau ATC if they were talking to Aircraft X and did they take the hand-off? (as the lines were breaking up and chopping words).  Nassau ATC advised that they were talking to Aircraft X; but they did not get a complete hand-off (due to intermittent; land-lines); but were aware of the traffic and Aircraft X had no conflict so they just cleared him into their traffic pattern with no problem (as they also realized we had line problems and could see the target of Aircraft X anyway.Improve reliability of ZMA Oceanic land lines communications; as they are historically problematic and unreliable.,I was asked to assist the radar controller with coordination with Nassau approach however the Meva line and THR radar handoff line was out of service.  This problem has been going on for a long time and there seems to be no end in sight.  This airspace deviation can be attributed to the line which is inconsistent and the FAA does not seem to recognize this is a major safety issue.  We are encountering the same problems with the Santo Domingo lines for the last 4 months and nothing has been accomplished.  I feel our AF department and the FAA are not on the same page and we are just waiting for a major incident to fix this problem.  The lines need to be fixed or logged out indefinitely and use non radar procedures enough is enough.Fixed the problem for good or log out indefinitely.
1248258,atcequipment/navfacility/buildings,Aircraft X was landing on 24R.  As he was rolling out; I noticed on the ASDE-X that his target & tag disappeared from the ASDE-X display; but the digital display of an Aircraft landing or departing on 24R was still lit. As Aircraft X exited at Zulu I told him to cross 24L and to contact ground.  His target & tag still weren't showing on the ASDE-X.  It never showed even while he was taxiing eastbound on Echo.  I reported the incident to the supervisor.This is the second time I observed an incident like this occur relating to a small sized aircraft. It happened a few days ago concerning a BE35 aircraft on the same exact path as Aircraft X.  I did not file a report on the first event.  But after seeing it happen again; I figured that there must be something wrong that needs to be addressed.I simply recommend that the Techs in charge of installing the particular ground radar sensors somehow raise the sensitivity level so that each target is captured and displayed as a moving target.  But I mainly recommend that all checks be accomplished to determine the cause of this occurring.  That way a solution can be attained.,
1248842,atcequipment/navfacility/buildings,Contacted NORCAL and was cleared into Class B at/below 2000 ft.; proposed route of flight was from the Golden Gate Bridge via HWY 101 over SFO then south for landing.Experienced radio interference over downtown San Francisco at 1500 ft. Sounded like a local radio station breaking through onto both aircraft COMM's with high volume static hash. Was instructed by NORCAL to change frequencies to SFO tower.Contacted SFO tower; they replied with our full callsign but was unable to understand all of their call. We could hear them continuing to call us; but were unable to copy all of transmission. As we were turning around to head North (away from SFO) and away from Class B we entered 1NM into Class B at 1500 ft.Then contacted NORCAL and explained that due to radio issues we would not continue into Class B and opted for an alternative route to destination.I experienced this radio interference a few weeks prior in another airplane in the same location. It prevented us from flying our desired flight route and from maintaining desired communications with ATC. Other pilots have subsequently remarked that they have experienced the same radio interference in this location; particularly at low altitude; but have said that often NORCAL's signal is strong enough to break through the hash.,
1248866,atcequipment/navfacility/buildings,FXE experienced a loss of inter-facility land-lines; commercial land lines; internet; and radar. The only thing that worked were the radios and the one and only standard telephone in the tower. The Controllers were forced to use the standard telephone for all coordination with MIA and AOCC. FXE was in ATC Alert status. FXE has STARS which is supposed to be able to use FSL (Full service level) and in the event of an outage; ESL (Emergency service level).  Both were out of service.  The event lasted [for two hours].  This is not the first time this has happened. It happened a few months ago and a few more times in the past 2 years. The inter-facility land-lines; commercial land lines; internet; and radar are all carried over one line through one router. When this one line goes down; all these go down. The router doesn't even have a battery back-up. If there is a power spike and the router resets; the systems go down until the router is back up. STARS is supposed to have redundant system so as to not lose radar. But if they are fed from the same line they all go down.Install a second line for redundancy. At the very least; install a battery back-up for the router.,
1249217,atcequipment/navfacility/buildings,Aircraft X departed Airport ZZZ climbing to FL230 per LOA.  I climbed the aircraft to FL260 and he requested to stay at FL230.  I advised him to let me know when he wanted to climb; called approach and told him he would be leveling off.  Shortly after he requested to return to ZZZ I asked if he had an emergency and he said no.  I told him to stand by and called Approach because he was still in their airspace to coordinate direct ZZZ.  While on the line the aircraft started a left turn and decent.  I told the other  controller I would call him back on what was going on.  I told Aircraft X that he did not have a clearance to turn and to state the nature of his [situation].  He said flaps.  The aircraft was cleared direct ZZZ and descended to 140 with a [local] altimeter.  The aircraft requested an initial heading; and I issued 075.  The pilot voice sounded very shaky. The aircraft was not able to be handed off to approach; and when I tried to coordinate if Approach had Radar they said just ship him.  I shipped the aircraft to [frequency] and he took it. Approach had called to talk to him again.  I tried the aircraft and he was still on my frequency so I issued [frequency] again.  At the time the controller working the airspace adjacent to me was doing the coordination with approach.No recommendations specifically; except automation was a problem that might need to be looked at.  A reroute to ZZZ did not work.  A reroute to ZZZ and a hard altitude of 140 did not work and the RF command did not work to hand off the aircraft.,
1250056,atcequipment/navfacility/buildings,Nearing my destination airport SRB; I was handed off to Memphis Center on 132.9. I checked in; and was acknowledged; but noticed a great deal of interference on the frequency. Memphis center then cleared me to descend to 4;000 ft. direct SRB and to expect the visual approach. Ceilings were 6;000 ft. and after leveling off at 4;000 ft. conditions were VMC. Still on 132.9 I started to hear a constant buzzing on the frequency; sounded like a stuck microphone button. I called Memphis Center on 132.9 to cancel my IFR clearance; now only about 15 NM from the airport with the field in site. I received no reply; and tried several more times to reach Memphis Center using both radios. I then switched to 121.5 and attempted to reach Memphis Center; but there was still no response. An airline pilot heard my repeated attempts to reach Memphis Center on guard frequency and offered to relay a message; since he was in communication with Memphis Center. I asked him to relay my cancellation of IFR and after verifying he had my tail number correct; he told me that my cancellation had been received. I then proceeded with my visual approach into SRB and landed. After landing and shutting down on the ramp; I called Flight Service to ensure that my cancellation had been received. While waiting; the FBO employee walked to my aircraft and gave me a number to call Memphis Center. I explained the events to the person I spoke with at Memphis Center; person asked to verify the frequency I was using; and that I had not descended without canceling my IFR flight plan. I was told that they had not received my cancellation; and that the controller was trying to raise me on the frequency. I did not follow lost communication procedures; because I believed that my cancellation had been relayed and received by Memphis Center. After refueling I filed another IFR flight plan for departure; but decided to depart VFR and get my clearance in the air in case there was still a problem with the frequency. I departed VFR and another aircraft departed right after me; also on an IFR flight plan. Again I was not able to reach Memphis Center on 132.9; and neither was the pilot of the other aircraft who I heard attempting to make contact with them as well. I continued VFR until 13 miles West of SRB; still on 132.9 I was able to make contact with Memphis Center and received my IFR clearance.,
1251746,atcequipment/navfacility/buildings,Aircraft X departed DAB on an IFR flight plan. LAM was in the scratch pad; this leads the controllers to believe the aircraft is a LAMMA departure. The aircraft was told to proceed direct LAMMA intersection. The aircraft then asked what do I do after LAMMA. The aircraft was an ILIND departure and should have had ILD in the scratch pad area on his data tag. This is something that I have sent reports in several times over the last few years and have sent to our automation specialist several times.The aircraft penetrated F11 airspace prior to coordination in the wrong location.  This error belongs to the reporting program and DAB automation for non-action on known problems.Fix the scratch pads on departures to show the correct departure gate!,
1252902,atcequipment/navfacility/buildings,I was working the CAMRN/FINAL position vectoring aircraft for the RNAV GPS Y RWY 4L approach when the JFK RADAR failed.  All my planes went into coast and did not come back.  I changed to the EWR radar sensor and continued working.  Unbeknownst to me; Aircraft X went into coast and his target dropped off.  When I scanned my radar scope and flight strips; I noticed that Aircraft X was missing.  There was absolutely no target (no beacon; primary or anything). I asked the pilot to slow to make sure he was still on frequency and when he acknowledged; I informed him that radar contact had been lost.  Another controller changed to the ISP sensor and saw where Aircraft X was.  I instructed Aircraft X to proceed direct COL VOR until radar identified again and this way I knew where he'd be.  Radar contact was reestablished somewhere southwest of the CHANT intersection and I resumed all normal ops.  I did not have any other problems with any other aircraft.I have no recommendation. Fix the problem.,
1253389,atcequipment/navfacility/buildings,We were notified the day prior that our ASR was going to be out (1 second updates) for maintenance and would have to be on Apple Valley radar (12 second updates) for an extended period of time.  RNAV STARS were in use but due to our current configuration; the RNAV map/overlay for our scopes were not available.  So our ability to ensure that the RNAV altitude windows were being met; were non existent.  When I asked the FLM; she gave me a piece of paper with the restrictions. I could foresee to some extent what was going to happen within the next hour.  With these OPD's in use with Apple Valley radar; I knew it was a recipe for potential conflicts. There were too many variables to keep track of with a 12 second update.  I suggested to the FLM that 'Knock it off procedures' be implemented.  The OM and TMU were steadfast in their ways and wanted to stay the course.  The end result was terrible.  ZMP 21 was constantly coordinating speeds and overtakes to the 'I' controller and she became overwhelmed; resulting in a few late frequency changes.  With the OPD's in play; there is no built in separation between crossing STARS.  I had to take numerous aircraft off the STARS to get some kind of concrete altitude separation. With most of the aircraft descending from flight levels; its's difficult to gauge and decide whom to level and or slow.  And when you do decide; it takes a considerable amount of time for it to take place.  I was given an aircraft from 'I' on the KKILR arrival descending to 110 and I had aircraft from the NITZR/BLUEM arrivals doing the same.  The 'I' controller was so overwhelmed with ZMP calling and trying to sequence herself that she forgot to transfer communication.  To keep standard separation; I had to bust airspace.  The entire session was terrible and could have been avoided if management was receptive to real world input.  There was only one that I saw that could have been a loss of separation; but I'm sure there were more that I did not see.I recommend that when we are in Apple Valley radar; that we implement 'knock it off' procedures.  And also fix our RNAV STARS.  They are far from being adequate.  In our 7110.65; I don't recall anything about providing 'Fuel Efficient' service.  I understand that we have to be more environmentally concerned; and give the user what they want.  They want to cut costs; reduce delays; and be more efficient.  But with these OPD's in use; there is too much of a gray area of altitude crossings and that affects speed.  It seems to be unsafe sometimes and definitely not 'fuel efficient' when I have to give restrictions because of sequence and or overtake just entering the M98 airspace.  Aircraft come in to high and too fast.,
1254555,atcequipment/navfacility/buildings,A line of level 3 to 4 weather moved west to east across the airport.  A80 chose to remain in triple simultaneous approaches based on information management had indicating there would be no wind shear associated with the weather.  That often changes at ground level as weather hits the airport; as it did in this case.  There were multiple wind shear alerts and 7 to 8 pull outs/go arounds between the three arrival runways during a short time span; including the one mentioned above. The controllers working the monitor positions are required to vector the pull out aircraft using the RACD (Remote Arts Color Display) overhead displays; yet they remain responsible for aircraft continuing to check in on the finals; which requires the simultaneous use of the PRM (Precision Runway Monitor) displays and the RACD displays.  It is very physically challenging to do both.  When there are multiple aircraft coming off the finals; this creates an unsafe situation; since it is very distracting for the controllers to have their attention diverted in such a way because it compromises their ability to perform their primary duties. In the case of Aircraft X; because it was so close to the airport when he said he was pulling himself out; [it] was unable to be tracked using the RACD because the track was in coasting status for 10 to 15 seconds creating an unsafe situation. Luckily; I could still see a target on the PRM display; but that is not the display I am to use to vector the aircraft back into the pattern.Cease and desist the simultaneous use of two different displays during triple simultaneous approaches.  With the emergence of fusion technology; our facility should be able to use regular CARTS (Common ARTS) or STARS (Standard Terminal Automation Replacement System) displays.  The whole weather issue during triple simultaneous approaches is something that constantly keeps repeating itself at this facility and we can't seem to get a good grip on it.  Situations like the one above put an inordinate amount of stress on the controllers involved.,
1255068,atcequipment/navfacility/buildings,Aircraft X departed CON on IFR training flight with approaches at LCI and CON.  The aircraft departed with the transponder possibly in the off position.  I had the aircraft recycle and verify it was on.  I was able to get a very weak radar hit and identify the aircraft.  As the aircraft was vectored the radar contact was intermittent despite being in an area of good coverage.  Multiple times the data tag went into a coast function. Once the data tag did not auto re-position back to the aircraft despite a good radar hit being displayed in close proximity; 1 nm; to the data tag in coast.  The tag then timed out and went to my coast suspend list and I had to manual re-position the tag back onto the aircraft from the coast suspend list.  A few minutes later I cleared the aircraft for an approach at LCI and immediately began a position relief briefing.  By the time the relief briefing had finished the aircraft again had gone into a coast function and the data tag timed out despite a target being observed nearby. I advised the relieving controller of the data block issue to which she replied; 'Thank you; I would have completely forgot about him' as it is an approach in an area of low traffic and mountainous terrain.  It was expected that radar coverage was going to be lost again shortly. I agree to share this report. A work around fix to this particular issue would have been to put the ZZ function on the aircraft when the data tag started having coverage issues but that would have blocked the speed from being visible and would just have masked the larger problem of an IFR aircraft in an area of usually good coverage that is unable to maintain radar contact and as a result the data tag dropping into the coast suspend list.  The tag stayed in a coast function for the minimum required time according to the orders; which our facility has the Standard Terminal Automation Replacement System (STARS) display set to; which I believe is 30 seconds.  I see no benefit at setting the time so low and would recommend increasing it to as long a time as possible in areas not in the immediate vicinity of a towered airport. This was a perfect example of how 30 seconds is an insufficient time because the position relief briefing greatly increased scanned time; resulting in the tag dropping off the scope without either of us immediately noticing.  It would seem better to err on the side of caution and to have to manually remove a coast tag if you don't want it displayed rather than having to always re-position it when it moves to the coast suspend list (outside the normal scan) and manually insert the ZZ function to keep it displayed.  In the mountainous area where this occurred it would have been very easy to completely forget that this aircraft was out there without that visual clue.,
1255688,atcequipment/navfacility/buildings,Multiple aircraft checking in with the wrong ATIS code. A pilot reported that he received a message from his company that there was a problem with the digital ATIS potentially originating with ACARS. There was no information put out from ATC and there should have been. Pilots were checking in with incorrect ATIS codes and could have checked in with information ECHO with wrong information from who knows when; when it could have actually been current. They were also reporting that the altimeter was off by almost 50/100. There should have been some information distributed to ATC. This was a serious matter as that many degress equals 500 feet! Pilots are allowed to use ACARS as an approved way to get airport information. Who is responsible for letting ATC know when that system is inaccurate? And if it is inaccurate who shuts it down so the pilot only gets the ATIS from the local frequency. A pilot relayed to me that his company let him know. I should be the one telling him know that it is inaccurate; not the other way around! I recommend someone within ATC takes charge of this and reports to [Domestic Event Network Control Center] when it is not working properly.,
1256817,atcequipment/navfacility/buildings,The wind indicators have been out for 14 days now at a level 8 tower; we are constantly encountering weather changes in the immediate vicinity of the tower and are unable to give the current accurate wind to any arriving or departing traffic.  We are estimating the winds to every aircraft and our professionalism is being questioned every day when we have to say 'wind estimated'. Have more than one part for the aging equipment available in the Houston area.,
1257488,atcequipment/navfacility/buildings,Major thunderstorms with tornado warnings and high winds with wind shear again come through Houston; Texas; with major airlines landing and taking off from HOU.  Tower crew is having to listen to the ASOS on the telephone; distracting the controllers from their jobs because the wind indicators are down still. Low level wind shear and wind shifts accompany the extreme weather over the weekend and the wind indicators are still down. Fix the wind indicators and have a better system in place; and why isn't there someone working on this issue over the weekend until it's fixed.  This is a safety of flight issue.,
