,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1334043,incorrect/notinstalled/unavailablepart,We got a call for a Main Landing Gear tire showing cord. We arrived as the passengers were starting to board. My partner started jacking the plane & I serviced the tire. We removed the old tire; swapped them out; and everything seemed to fit fine. We loaded up and went to the parts department to get another tire. It was then that we discovered our mistake and immediately called our lead to try to stop the plane; but it was too late.We went straight over to parts to swap out tires; entered our info on the computer; and realized what had happened.If I knew exactly why; this never would have happened. As we were leaving; another mechanic was using our truck to service a CRJ 900 tire. We arrived at the CRJ 700; feeling a little pressure to get it done quickly; as the passengers were boarding as we got there. I serviced a tire; we swapped it out; and got out of the rampers' way so the plane could be pushed back. The only difference in the two tires is the shoulder width at the hub; and we didn't catch it. The lead on duty was immediately contacted; to see if we could keep the plane from taking off; but it was too late.I need to be more vigilant in learning the new company policies on the color coded caps on the tires for identification purposes; and double check that I'm on the correct CRJ in the future.,This event happened on the ramp during routine line maintenance. A main landing gear tire assembly needed changed on a CRJ 700. A CRJ 900 main landing gear tire assembly was installed on the aircraft. Once we had finished changing the tire we were returning it to our stores department; when it occurred to me that we had used a CRJ 900 tire assembly.We arrived at the aircraft inspected the tire determined it needed changed so I began jacking the aircraft and then proceeded to remove the tire assembly while I was doing this my partner was inflating the new tire assembly in our work vehicle and brought it out to the aircraft. Then we both proceeded to install the new CRJ900 tire assembly on the aircraft; which fits perfectly so no suspicion was raised. Once we realized what had happened we immediately notified the supervisor in charge at the time. Be more vigilant of the CRJ 700 and CRJ 900 tires because they are very similar.
1347747,incorrect/notinstalled/unavailablepart,A privately-owned/flown ZZZ-based aircraft used solely by the owner; was brought to us by the owner in late 2015 to conduct some extensive maintenance; including an engine overhaul. The aircraft flew without incident after overhaul. During its annual inspection earlier this year; the owner requested a modification to the engine to replace the existing oil drain plug to a quick drain valve. The mechanic who was trying to find the quick drain valve was unable to locate the part number in our FAA-approved illustrated parts catalog for the Piper Arrow. I instructed him to give an Aviation Parts Center a call because they had been great at helping us find part numbers that are difficult to locate. When the mechanic called he gave him the aircraft tail number; make; model; engine model; and serial number. I overheard the call/conversation by the mechanic. After he got off the phone; he said they are shipping it ground. We received the quick drain valve; but due to work load at the time; we elected not to install the quick drain valve before returning the aircraft to service from the annual inspection. We decided to wait until the first oil change since we were going to change the oil and oil filter after 20 hours of flight since the engine had just been installed on the aircraft after having an overhaul. In March 2016; the owner flew the aircraft and had just returned from his flight and told me that the aircraft had just reached the 20 hour mark and was ready for its oil change. The mechanic apprentice and I conducted the oil change; cut filter for inspection; installed the quick drain; test ran aircraft on the ground; and returned to service. At the time when the aircraft was returned to service; I believed that the work was done to standard and that the aircraft was safe for flight. The aircraft departed on a local owner-flown flight in March. After departure and near cruising altitude; the aircraft engine quit and the pilot landed on a local highway. The pilot was not injured but the airframe sustained damage due to the gear-up landing.Based on the on-site inspections by the FAA and additional research conducted by our shop; we believe there were several factors involved in the engine quitting. While we procured the correct quick drain valve based on aircraft/engine make/model/SN; the incorrect valve was shipped and installed in the aircraft. The Aviation Parts Center nor I caught the error. Although the ground run showed no leaks after the new valve was installed; the gear retraction (in flight) may have triggered the loss of oil and the engine quitting. We would strongly recommend that Piper Mandatory Service Bulletin 965 be converted to an Airworthiness Directive.,
1350149,incorrect/notinstalled/unavailablepart,I and another mechanic were performing routine maintenance on base. After performing various inspection items; I was replacing #2 engine input seal when he asked if I would check over an inspection area he was completing; so he could reinstall the access panel. I stopped the work on the input seal and crawled under the aircraft to verify his work; I visually verified [his] work and began to reinstall the panel; when he said he would get the panel; I said okay because I wanted to get back to the engine work. There was a lack of communication and complacency to verbally verify that one of us was going to finish the panel installation. Then it was the distractions of finishing the other items and to get the aircraft back in service it was overlooked. This was an incident that should have never happened. I was distracted about finishing what I was working on; if I would have just taken a couple minutes to finish the panel install none of this would have happened.One way to avoid this kind of mistake is to communicate more; ask if the panel was secured. And we should always have someone else like the Pilot look over every area; where we had access panels opened to verify that they are installed and secured.,
1350152,incorrect/notinstalled/unavailablepart,An Aircraft had a job card assigned on a through trip. In the process of performing the assignment which was a Navigation (NAV) Data Load; I found that the reference for the process was indicated as being for a Boeing 737 instead of Airbus. The Maintenance Control Website did not have the NAV Data identification numbers listed and the Disks provided by management had part numbers that were altered manually with a pen and no initials for penned corrections. I questioned the legality of using these disks but management directed me to use them anyway and verify compliance later in the MCDU. Following that directive the aircraft did not accept the download of said disks and I could not accomplish the download. Aircraft was put back to original software data and a significant delay occurred. Quality Control of NAV Data Disks in the Maintenance Department for these events is questionable. Quality Control of NAV Data Disks and reference material has to be improved immediately.,
1352065,incorrect/notinstalled/unavailablepart,I was checking indicators on the entry door to make sure it was closed at which time I noticed that the handrail was coming forward more than it should and the pins were not in the retaining bracket. I informed the captain and he informed maintenance. When maintenance came on they showed me an engineering technical notice showing that the passenger door handrails-Removal of the spring brackets (clip). The removal of this clip caused the hand rail to fall forward causing me to not be able to close the door as my manual instructs. It also come right above my head making it a safety hazard on standing or in severe turbulence. Because the clip was removed caused the problem. Replace the clips and stabilize the handrail would fix the problem.,
1354597,incorrect/notinstalled/unavailablepart,I was asked to assist two other Mechanics that had a heavy workload on an aircraft. Upon arriving to the aircraft I noticed two emergency evacuation slide boxes in the back of the truck that they were driving that night. I confirmed that they were for this aircraft and I offered to swap them out. I checked the paperwork for the serial numbers of the slides that required replacement and verified those serial numbers with the slides that were installed on the aircraft. After removing the FWD entry slide I walked down the jet bridge stairs to retrieve a new slide to install. When comparing part numbers between slide removed and slide installed I was so focused on the 'dash' number of the part that I neglected to notice that there was a difference between FWD and AFT. I assumed that the slides were the same and installed them in the incorrect positions. A P/A system alert was being worked in the AFT galley at the same time that I was installing the AFT entry slide and I was in a hurry to be out of the way. The problem was discovered by the Flight Attendant when the girt bar would not align properly.No matter how many times you complete a job It is imperative to read procedures very carefully. Some part numbers may appear to be identical but each number and letter must be checked at least twice; you should not assume.,
1367496,incorrect/notinstalled/unavailablepart,We obviously missed it on the first leg; however; during the Before Pushback Checklist in ZZZ; I noticed the thrust reduction altitude for the autothrottles on takeoff 2/2 was 1500 AGL. I asked the First Officer to correct the issue. Flight continued uneventfully. Same thing happened again in ZZZ1. We again corrected the issue.After discussion with the First Officer during the flight; I felt a call to Maintenance to discuss the issue was appropriate when we arrived in ZZZ1. I contacted Dispatch; who patched in Maintenance Control. They had Station Maintenance come out to resolve the issue. I have written an incident report on the debacle that ensued getting the FMC software installed; but of note; it was also discovered that the wrong VNAV logic (FULL GEO versus APP GEO) was also installed/selected.,
1382060,incorrect/notinstalled/unavailablepart,[This aircraft] has both port and starboard side flight control cables (2 on each side) which run back to the aircraft stab routed improperly through the phenolic block. The phenolic block has two halves one for each cable; however on this aircraft and two others in the past; both cables ran through only one half of the block. This routing leaves little to no clearance of the flight control cables and they will rub against one another. There is no clearance between these two cables on the starboard side. The phenolic blocks locations are the first set of phenolic blocks above and forward of the air cycle machine on the Cessna 680 Aircraft.I suggested in my last report that a onetime inspection of all CE-680 aircraft be conducted for improper cable routing. I would also suggest a periodic inspection in case these routings are symptomatic of some other issue like control cable removal and replacement or tension checks.,
1384153,incorrect/notinstalled/unavailablepart,When reactivating/ installing new hydraulic engine driven pump on the #1 engine to clear a MEL on aircraft; the carbon seal was not reinstalled causing the #1 engine to have low oil pressure warning in flight and further causing an inflight engine shutdownThe AMM (Aircraft Maintenance Manual) and GPM (General Procedures Manual) form #XXX does not clearly identify what the carbon seal looks like or where it is actually installed. In the AMM and form #XXX it says to remove screw item #57 and remove spline plug item #51 and since there was no picture of the carbon seal I assumed that the carbon seal was part of the spline plug not knowing it was the carbon seal I was supposed to be looking for[Suggest] verbal training of where the mistake was made in the procedures. Also informed what the carbon seal is and where it is located.,
1388975,incorrect/notinstalled/unavailablepart,I performed [a taskcard] in a Quality Control inspector capacity and missed an extra washer installed on the left-hand horizontal inboard elevator tab control rod on the inboard bushing side causing to only have two threads showing on the bolt behind the nut instead of three threads. All other hardware are the correct ones and effective for the said aircraft. There was no binding or damage found. The elevator tab had free range of motion. [Discovered by] scheduled routine inspection and also due to hardware issues from newly painted airplanes from vendor that had wrong or missing hardware installed.While accomplishing the taskcard and doing the inspection; the extra washer was missed because the area of inspection was covered by grease and it looked like it was part of the bushing. I figured that all hardware installed was secured and tight and that two threads showing was sufficient enough as per industry standards. The mechanic removed the extra washer and reinstalled everything back together thus getting the three threads showing required that was issued for the discrepancies found on other newly painted airplanes from the vendor.,
1397957,incorrect/notinstalled/unavailablepart,Today at XA:15 local time; I was assigned a right start on an aircraft. At approximately XA:45 the flight crew notified me that the seat backs on row 13 had tray tables that fold down and open into emergency row 14. After inquiring with tech services we agreed it did not seem safe for those tables to be installed and operable.My immediate supervisors then contacted and investigated with engineering. Engineering confirmed that it was okay for those tables to be present and operable.I have a safety concern that during an emergency these tables could open inadvertently and block emergency egress. I found the same configuration on other aircraft in this fleet. Is this installation safe and legal? Flight attendant reported to flight crew when she noticed tray tables mounted on backs of row 13. These tables could be opened and block emergency exit row 14 and impede egress.I suggest these tables be permanently secured/deactivated in the stowed position; or removed entirely to avoid inadvertent opening during an emergency. This action would also avoid delays while determining if this installation is correct.,
1411943,incorrect/notinstalled/unavailablepart,Shortly after turning off the gate we were notified by ATC that the current weather had dropped to 1/4sm visibility; freezing fog; and -1 Celsius. Not knowing how long the aircraft had sat after being brought out of the Maintenance hangar (cold soaked wing); it still being before sunrise; and the abundance of clear ice on cars in the employee parking lot; I requested Type 1 fluid from the station. I was told that a marshaler would guide me the rest of the way to the deice pad. I said I would standby on frequency until the truck was ready to spray. The #1 engine was shut down APU off. The truck approached and began to spray but nothing was said on the radio. The truck moved out of my view behind the aircraft for a short time and then returned ahead and to my left. The marshaler began to signal me to shut down the #2 engine. I called up the truck on [Operations frequency] to tell the deice crew I needed to start #1 before shutting down #2 . There was no response. Eventually personnel in ops returned my radio call. I asked if I had communications with the truck driver and I was told the deice truck radios don't work. I had to relay communications via [Operations frequency] to ops. Ops calls the truck driver on a walkie talkie. The truck driver calls up to the boom operator wearing a headset. THIS IS HOW THE [A BAD] INCIDENT HAPPENED. Also; the marshaler constantly had to turn around so she could hear the walkie talkie over our engine noise. At other airports the commands to alternate engines is given via direct communications with the deice truck. The marshaler only needs to be there to get me into and out of the deice pad. The truck driver wouldn't answer my radio calls.The following is a direct cut and paste from the NTSB synopsis of the ZZZ1 Airport event. Im trying to show we are still using the same outdated and unsafe procedures at our company headquarters.'The deice truck was not equipped for radio communication; therefore; the team's movement and position could not be coordinated with the other ground personnel or flight crew.''The ramp agent working the radio could not see the airplane from the radio location...'Continued the relaying of necessary messages via a chain of aircraft radio to ops to walkie talkie to boom operators headset.Every year I have to take a written test on deice procedures; and every year the preamble of that document notes that all stations have been properly trained on the deice procedures and radio phraseology in reference to the DASH 8. This is not the case at the SBY station. Please fix the radios and train the staff before the snow storms start.,
1412902,incorrect/notinstalled/unavailablepart,We had complied with a 400 Hour Fuel Nozzle Flow Check/Inspection on a PT6A-60A by removing original set and installing an inspected nozzle set. After reviewing the work order for the project; found that the Lead Mechanic for the project had ordered the incorrect part number nozzle set. The aircraft was immediately grounded and removed from service; nozzle sets removed; and engine hot sections bore scoped for any damage. As the inspector of the job; I had failed to notice that the nozzle set installed by the mechanics was not effective to the engine model.,I was made aware of incorrect fuel nozzles being installed on both engines of an aircraft during routine maintenance. The aircraft had been returned to service and had flown without incident. The parts department was advised from their vendor that the core nozzles were incorrect for the nozzles sent as exchange. This was verified; maintenance control was advised and the aircraft was grounded. Recommend verifying parts applicability with Illustrated Parts Catalog (IPC) before ordering parts and require personnel ordering parts to reference IPC section and page in notes of parts request.
1413823,incorrect/notinstalled/unavailablepart,Aircraft X arrived with log 'elec light on'. IPC 24-31-21-01J showed battery charger to be P/N 8-930-03. [Computerized catalogue] parts search returned [a maintenance bulletin part number]. Which we were out of stock at ZZZ. During [Maintenance Control] consultation it was discussed and agreed to use [a different bulletin part] because it was the same part but from [a different] parts pool which we had in stock at ZZZ and these two [bulletin] #s had been harmonized therefore I could install this without any additional paperwork. I installed the battery charger per AMM 24-31-21-400-802-002. The subsequent operational check failed. I double checked the part numbers and discovered the original part off was P/N 8-930-03 and Boeing spec # S282T003-3; and the part installed was P/N 4-254-02 and Boeing spec # S282T002-6. I went back the work center to inform management that the part that was installed was not correct. Again during consultation with [Maintenance Control] it was determined that even though the parts had been 'Harmonized' they were in fact; not the same and therefore could not be used on this aircraft. I created [a] log page to document the battery charger installed was the wrong part. The correct part was later installed by the next shift. However this morning on my return to work I have discovered that the above mentioned parts are still harmonized. This could lead to another tech installing the wrong part. After discussing this situation with other techs it is apparent this is not an isolated problem.Harmonization of parts should be slowed down or stopped until mistakes like this do not happen. [Maintenance] needs the ability to change harmonized status once these mistakes are discovered. It is unacceptable that 24 hours later the status of these parts has not changed.,
1416730,incorrect/notinstalled/unavailablepart,During routine inspection noted nose strut leaking hydraulic fluid. Once Nose Landing Gear [NLG] Oleo [strut] was removed for a rebuild we noticed that the repack kit only contained two set screws of a different size. The upper bearing that was installed had four set screws. Upon researching the Component Maintenance Manual Illustrated Parts Catalogue for the correct part number installed NLG we found that the bearing installed was not the correct part number. Take enough time to do proper part number research.,
1418582,incorrect/notinstalled/unavailablepart,Maintenance ferry flight to ZZZ with ALL flight attendant's and three mechanics on board. On landing (which was smooth) in ZZZ; upon rollout; my Captain and I heard a loud bang (very loud) upon roll out (with the smell of smoke). We cleared the runway and after the landing check list was completed; I picked up the intercom and asked 'What was that noise'? I was informed that it was a service cart that broke loose from the back and traveled down the aisle and hit the cockpit door. I asked if everyone was ok and the answer was yes. After parking and shut down check lists were complete; the Captain and I found the cockpit door was jammed. The mechanics on board used tools to open the door. With my assistance (kicking) we were able to get the door open. Door hinge was broken from bulkhead at bottom. Uneventful from there.  Approach was stable; Auto brakes 2; smooth landing and normal rollout.,
