,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1372001,weather,While flight following; I kept them informed as much as I could have with the current weather situation going on in LAS. LAS was landing 19L/R and 25L until about 20 minutes before the crew of [the] flight started their approach to final. I advised the crew they should expect possible holding due to gusting winds and they need to turn the airport around to landing on 1L configuration. During this time LAS had about 7-8 aircraft land in front of my crew; with no issues of windshear/turbulence on final. I can make this claim because I was monitoring liveatc.net listening to LAS as an advisory tool to monitor the situation going on in LAS. The crew stated they were being told by ATC to keep their speed up to avoid compression with other aircraft on final as LAS turn the airport around. As the crew was getting the aircraft ready for approach this speed restriction helped lead up to a flaps overspeed; that lasted for one second. The crew was flying at 190 KIAS with a consistent 10 knot tailwind; then once hitting 5;000 feet they experienced a 235 KIAS speed increase as they already had dropped the flaps to flaps 10. The flaps retracted to flaps five and the crew had to regain the airspeed to maintain flaps 10 and slow the aircraft back down. There were no injuries or damage to the aircraft.After speaking with my crew on the phone; I could tell they were upset and shaken up by the incident. The crew said he felt there was nothing he could have done to avoid the unexpected windshear that caused the flap overspeed. The Captain informed me a flight in front of him and the aircraft behind him all had a similar experience. He felt ATC should not have been giving speed restrictions with thunderstorms in the vicinity of the airport. I agreed. I also feel the crew could have rejected the speed restriction and told ATC they were unable to maintain a faster speed due to the weather.,
1372405,weather,Briefly encountered severe turbulence at FL340 in cruise and IMC. Auto pilot disengaged and aircraft rapidly gained over 2;000 ft. Brief airspeed overspeed of about 15 kts. I manually took over the aircraft and returned to FL340 while the F/O (First Officer) notified ATC and gave the severe turbulence PIREP. I made the P/A to immediately be seated while returning to FL340. The turbulence only lasted a few seconds. I checked with the lead F/A; and he said everyone was O.K. I then notified dispatch and maintenance and made an entry in the AML (Aircraft Maintenance Log). Maintenance met us at the gate for the inspection. I assume no damage was found because the aircraft left a short time later. There were thunderstorms in the area; but the only heavy convective area on the radar was at about our 2 o'clock and 35-40 nm. A bit of green was a few miles to our left. We had just determined that our course ahead should be fine. ATC had just mentioned the same thing.,
1374232,weather,In the descent into ZZZZ the weather started to become a concern at the airport as they reported thunderstorms in the vicinity and radar depicting the same.  I sent an ACARS message to dispatch asking what their Radar was showing and they were not seeing very much.  The tower reported good visibility and light winds but suggested a vector to the final approach fix for runway XX due to weather further to the west; we accepted the vector.  As we joined the final approach with autopilot engaged and autothrottles engaged we flew into heavy rain; glideslope went full deflection high; airspeed dropper from 145 kts to approximately 125 kts; we got an 'airspeed low' aural warning and momentary stick shaker.  The FO executed a missed approach.  On the missed approach ATC reported good weather conditions to the east and improving conditions to the west. We had enough fuel for one more approach before diverting; we requested vectors for the VOR approach to runway YY and landed uneventfully in visual conditions.,
1374839,weather,When I arrived at the airfield the AWOS was reporting CLR with 9 miles. I decided to fly. There was no mention of upcoming weather on any sources I use and I have never seen fog appear after I was flying in this area. I lifted off into Class G airspace from the north side of the airfield [early in the morning]. Once I reached about 400 feet I noticed fog near the base of the mountain range to the east. Noticed the fog roll in very quickly. About 10 minutes after the Tower opened the Controller lost visual while I was still in his airspace. He asked my intentions. I told him I was planning on landing. He wanted me to notify after I was on the ground. I landed about 15 minutes later and called the Tower. I was in IFR conditions for about 15 minutes while finding a spot to set down.,
1375445,weather,Aircraft X entered our airspace VFR trying to 'pick' his way through the weather to make a landing at MQY. I received the brief from the outgoing controller and reached out to Aircraft X and asked if he was IFR capable to which he responded yes. I asked if he would like to file a local IFR to MQY and set up for an ILS approach to help in getting him safely to the airport. He declined. After a few more minutes at an altitude of about 8500 feet I advised the aircraft that he could not continue his current flight path at that altitude because I had multiple jets arriving and departing BNA that were also deviating for weather. I would need him to either change course or descend. At this time Aircraft X asked for a local IFR to MQY; I issued the clearance via radar vectors; assigned him a heading and to maintain 3000 feet. I again asked if he wanted vectors for the ILS runway 32 to MQY and he again said no that he wanted the visual approach. A few moments passed and he asked if he could get lower and asked for a left 360 degree turn to help him get lower and spot the airport. I approved his left turn and assigned 2500 feet which is the bottom of our minimum vectoring altitude in that area.As I turned my attention back to the other aircraft a low altitude alarm was received and Aircraft X was observed at 2200 feet and descending. As I reached out to him to issue the minimum vectoring altitude and climb him he stated that he had the runway in sight and was cleared for the approach. The supervisor on duty then contacted MQY Tower and instructed them to issue him the brasher warning.The pilot needs to be more aware of his surroundings; the weather; the MVA in the area he is flying; and follow the instructions issued by ATC.,
1375898,weather,Our crew met at the airplane after we timed out the day before. When I came back from the walk around; I saw we got a second alternate added to our flight plan of ZZZ1. That is when my captain and I started discussing weather and started to form a game plan for getting to ZZZ. We noticed by looking at the radar that if we cut past a storm then go north we could come in and land Runway XX in ZZZ. I messaged dispatch before we took off asking if they thought it would be better to delay the departure and see if the storm would pass but the dispatcher responded that they did not think that would help. So we departed and started heading to ZZZ. During the flight we were messaging dispatch asking about the airport conditions in ZZZ and weather movement. We deviated around weather and descended to 13000 feet. As we were deviating getting closer to the airport; we got a message from dispatch saying the airport is good. My captain and I were thinking that we would make it to the airport if we could just get around the weather. We were still deviating and descending closer to the airport as we saw ways to avoid the weather. We asked approach how the weather was and they said thunderstorms all quadrants. We were asking for help from approach to try and get some guidance on how to get on approach but it eventually was the Captain and I that mentioned if we flew this heading for X miles we could turn and get on the approach. We were given a heading to get on the approach and ATC just said something along the lines of cleared in and visibility was 3/8 mile which is below minimums. Then about 30 seconds later after I mentioned that minimums were 1/2 mile to the captain; ATC said that visibility was a 1/2 mile.  We got a message from dispatch saying if we went missed do not turn to the right because of a large cell a few miles the W of the field. We were tracking the localizer to Runway XX and close to the FAF; I asked the captain if we were cleared for the ILS approach. He queried ATC and they said that we were cleared for the ILS. It was a late clearance and the phraseology was confusing enough that we had to ask ATC again to make sure; causing us to start descending a little late on the ILS. The plane was having a hard time tracking the ILS guidance down and we were getting very fast descent rates 1000 to 2500 FPM due to the late ATC clearance causing the plane to be unstable and chase the vertical path. That is when the Autopilot kicked off from turbulence and I took over calling and initiating a go around at around 1500 feet MSL. As I called out the procedures the Captain did as asked while telling ATC we were going missed. We were given runway heading up to 3000 feet as our missed clearance. We encountered very heavy rain and my captain asked ATC for a higher altitude and that we were diverting to ZZZ1. They came back and gave us 6000 ft and direct ZZZ1 as well as being cleared to deviate around WX. Then they gave us a new squawk code for probably the 5th time that flight. My captain responded with something along the lines of 'not now' as we were task saturated at a low altitude trying to get out of the weather. We kept asking and getting higher altitudes and eventually got up to FLXX0. We asked ATC for the most direct heading out of the weather as we encountered moderate to extreme turbulence. ATC just responded with cleared to deviate. We deviated and eventually got out of the weather allowing us to descend and land in ZZZ1. That is when we parked; deplaned and notified the company that we encountered extreme turbulence and needed to have the airplane checked out. Weather was a big threat; it was slow moving and building all over. ATC also gave us multiple squawk code changes throughout the flight. The last one was at a low altitude while going missed which was undesirable given the situation we were in. We asked ATC multiple times about the weather conditions on the field and around the field. They were not very helpful onlysaying that storms were in all quadrants of the airport. We asked for guidance on flight paths and conditions on the field and felt the information given was not very helpful. We also asked for information and guidance from dispatch since they have the tools to see the weather radar and a bigger picture and we felt that we were constantly asking for more information about what the storms were doing but they just kept telling us that there were storms around the airport. Dispatch gave us a message that said the airport was good making us believe we could get into the airport.  While on the approach; we encountered very steep descent rates and turbulence causing the airplane to pitch down about 5-10 degrees. I would get it back on a more normal descent path/rate and it would still end up pitching over and become unstable. Also we encountered some very large severe thunderstorms. Tops were around FL500 and there was very heavy rain. We just turned towards what looked like the closest edge of the thunderstorm just to get out of it. Learning from this event; I would like to improve my performance by being more aggressive with the company about delaying or canceling the flight if weather is bad and does not look like it will get better anytime soon. It was a morning flight so we were the 'guinea pig' for getting in there. I feel like we had a good plan to our alternates and ways to get around the weather. After looking back at the whole situation I feel we should have diverted before we even started descending towards the airport. We knew there were large cells all around the airport and even though we could fly visually around the storms to the approach; we could not see how the airport actually was from our position. It felt like we were being teased that the airport was clear and we just had to pick our way there. From the company to prevent this in the future; I would like to see them loosen up their desire to be so vigilant about the completion factor. There were storms all around the airport even before we took off but the whole mentality of just give it a try is not always the right thing to do. I do not know who authorizes a flight to be cancelled but I feel like if the weather actually does not look good then there shouldn't be that mentality to just give it a try and deviate if you have to. Then it messes up the whole day for that aircraft schedule. I know it's a business that makes money but its people's lives that we the pilots are in control of. We don't have luxury from sitting in our leather chairs looking at computer screens of the weather. We have to pick our way through it using dated technology that doesn't always give us the best understanding of what is going on. I would like to see dispatch be more aggressive with weather updates via ACARS messages. We can't paint a good picture of the weather from our planes like the dispatchers can. Keep us updated that is their job. They are our teammate on the ground to give us info.,
1376157,weather,During our descent; we noticed weather approaching the field. We were about 35-40 miles from the final approach fix. We sent dispatch a message asking for current radar picture for the airport. He said he couldn't tell too much if there was any weather on the field. After that we decided to continue the descent. As we approached the FAF; the controller asked if we had the field. The captain said he did and accepted the visual approach. We set 1800 ft in the MCP and descended down from 3300 ft. At this point we were on a 90 degree intercept course for final approach fix. The captain recommended a 45 degree intercept which would have us intercepting the course just passed the FAF. We started configuring with gear down and flaps 15; as we started intercepting the inbound course we entered into a heavy rain shower; also at the same time the aircraft was capturing 1700 altitude and leveling off. I ask[ed] for flaps 30 during this same time period. When the localizer captured I noticed the glide path went full scale deflection. Also the airspeed was bleeding off very fast. The autothrottle was still engaged and it was not increasing power for some reason. With the airspeed going below ref; I executed a go around. Even with max power the airspeed decreased even further to around 130. We got airspeed low at this time we descended to around 1650 ft before the aircraft started climbing. Even though we asked for multiple updates on the weather at the field we didn't get a clear picture from the controller or tower. They never reported gust; which gave us the impression of just heavy rain not a thunderstorm near the field or on the approach path. We requested a climb to 10;000 and got a vector of 260. We started setting up for another approach and landed successfully.,
1376406,weather,About 90 miles west of destination I was in CAVU (Ceiling and Visibility Unlimited) conditions and nearby airport automated weather reporting systems were reporting that. It [was] still daylight. Earlier in the day the METAR was reporting IFR conditions and I expected to land short and stay in a hotel overnight since I am not instrument rated; though I have been receiving instrument training recently.When I got close enough to pick up the ATIS; it was reporting a ceiling of 4700 feet and good visibility so I was happy to think that I could complete my trip instead of having to overnight. My fuel totalizer was indicating that I would have about 13 gallons of fuel left upon arrival. My cruise burn rate is 9.2 gallons per hour but I assume 10 to add a slight safety factor. So; I expected to land with about 1.3 hours of fuel remaining. These numbers compared well with an estimate I made based on flight time since filling the tanks.I climbed to an altitude of 3500 feet MSL so that I would safely clear a ridge just west of [destination]. As I continued to head east a cloud layer appeared underneath me and started to close up and the tops got higher so I had to climb to 5500 feet to maintain VFR. I rechecked the ATIS and it had not changed so I assumed the cloud layer would disappear somewhere prior to and over [destination]. I should have contacted the tower for confirmation but did not because I'd never before found an ATIS report to be in error significantly. Normally; if conditions change significantly; the tower will issue a new special ATIS report without waiting for the normal issuance time.When I was 10 miles west I contacted the tower and said that I had [the current ATIS information] at which point I was told that the ceiling was only 1000 feet; not the 4700 feet reported.Since I could not get down to land without going into IMC I told the tower that the ceiling was too low for me and that I was turning back to the west. At this point the fuel totalizer estimated 1.3 hours of fuel remaining but I was concerned about the accuracy. I thought that if I flew to the last known VMC airport I might be very low on fuel and that airport might have gone IMC by the time I got there.So I told Center that I needed help and explained the situation. I stated that I had 1 hour of fuel (I wanted to be conservative) and I told them that I was not instrument rated but had instrument training and had flown practice instrument approaches into [destination] a number of times.The Controller gave me a squawk code and vectors and started looking for a nearby VMC airport; but even airports at some distance were IMC. I felt that if I flew the kind of distances he was talking about I would be low on fuel and going into an airport that had become IMC in the meantime anyway. I felt that the safer option; especially since he wasn't finding any VMC airports anyway; was to fly the GPS approach; an approach that I had flown a number of times with foggles on as part of my instrument training.As he was vectoring me further away from the airport and still suggesting airports too far away I said that I might have to declare minimum fuel. He complained that I had reported one hour of fuel remaining so I said that was my best estimate but might be in error. I felt it would be much safer to fly the approach with plenty of fuel to shoot the missed approach multiple times; rather than fly to a distant airport that might be IMC and shoot an approach with very little fuel left. At that time; the sun had set and it was completely dark.The controller vectored me onto the GPS runway 6 approach and when I reported established on the approach he turned me over to the tower. I flew the approach as best I could and broke out with about 600 feet of altitude (my very rough estimate). I saw the lighted runway a bit off to my right and landed safely with no excessive maneuvering required.In the hangar I used a dipstick to measure fuel remaining in the tanks. There were 6.5 gallons in each tank meaning I had about 1.3 hours of flight time remaining. I probably could have flown west back to the VMC conditions; but I just could not have been certain of that while still airborne. The uncertainty was due to the accuracy of fuel remaining estimates and the possibility that IMC conditions may have spread to the west.When I first heard the ATIS report I would have landed there in VMC had the actual ceiling of 1000 feet been reported instead of the incorrect 4700 foot ceiling that was reported. The lesson learned for me is that if actual observed conditions look significantly worse than the ATIS is reporting; pilots should contact the tower or center for confirmation as soon as communication is possible.To realize conditions are much worse than previously reported when only 10 miles away from the destination; places excessive strain on the adequacy of the fuel requirements documented in the FARs. Even though my fuel on board at the destination was greater than required by the FARs (I had 1.3 hours of fuel remaining and the FARs require planning on having only 45 minutes VMC night; only 30 minutes VMC day); once I realized the conditions were IMC at my destination it was too late to impose the greater fuel requirements for IMC; though as it turned out I could have flown back to the previous VMC airport (38 minutes) and flown another 40 minutes if I had known my actual fuel remaining instead of an estimate. The 40 minute flight time is very close to the 45 minute flight time required by the FARs for IFR planning to an alternate airport.Another lesson learned for me is that when overflying IMC; a VFR pilot should immediately impose the greater fuel requirements applied to IFR alternate airports in case the destination airport becomes IMC prior to arrival. Additionally; that pilot should impose the requirements for an alternate VMC airport similar to those required for an alternate airport when flying IFR.Finally; the procedures used by ATC to update ATIS information should be examined to be certain the problem I encountered is a rare instance and that no procedural changes are needed. I suspect it is rare since this is the first time I ever found an ATIS report to be significantly in error.,
1376849,weather,While on approach to COS on VFR flight plan in VFR conditions; the METAR reported 1;000 feet AGL few clouds and 5;000 feet AGL scattered layer.  Upon checking in with COS we requested radar vectors for the RNAV Y GPS Runway 17R approach. ATC placed us on a vector to begin our descent and stopped us at 9;500 feet. While abeam the field we entered IMC conditions with rain; severe turbulence; severe loss and gain of altitude.  I instructed ATC that we needed to continue our descent to get below the clouds. There was traffic at our 1 o'clock called by TRACON but not in sight. We were then instructed to maintain VFR. The weather continued to build in severity; and I noticed 3;000 negative VSI. Our artificial horizon had tumbled. Our turn coordinator could not keep up. We were effectively flying partial panel in IMC in an aircraft that is NOT IFR rated.   I instructed ATC that we were IMC and that I needed an immediate vector and altitude to break out of the clouds and severity of the weather. The ATC controller asked if I wanted a short range IFR which would have been illegal. I instructed him that I wanted a vector and he said to maintain VFR.  The controller did NOTHING to help us out. The weather report was obviously wrong. He has the ability to see the cloud layer moving in and the weather on his radar screen and effectively vectored us into weather. Immediately previous to our descent; an air carrier was on approach and needed an instrument approach because they could not see the field; yet the controller vectored us; a VFR aircraft into the same area. When my copilot finally saw a break in the weather and could see the ground I made an immediate and forceful descent. We broke out of the clouds at 500 FT AGL. This was totally unacceptable as the weather report reported 1000 ft AGL few cloud layer.  ATC effectively hung us out to dry. This could have ended in a fatal crash. I'm very upset as the PIC of this aircraft the service received by ATC.,
1377330,weather,The flight was direct. Sigmets forecast significant thunderstorm activity on the route of flight. ATC broadcast continually severe thunderstorm warnings for the area. At FL200 I encountered a line of thunderstorms stretching north to south for several hundred miles. The cumulonimbus was too high to fly over; too broad to go around; and I elected to descend to FL140; after clearance from ATC; with the intention of flying under the thunderstorm; avoid areas of intensive precipitation activity; and to establish contact with the ground. Turbulence during the descent was violent; with 3-4 g buffeting indicating on the primary flight display. Downdrafts and updrafts were severe for several minutes. It was impossible to maintain any specific altitude and it required a great deal of intensity to control the aircraft. Precipitation made the cockpit very noisy. ATC informed me of an altitude deviation; which did not surprise me as the turbulence made it difficult to read the PFD; much less hold an altitude. I attempted to re-establish the correct altitude but the downdrafts and updrafts encountered made this a largely futile exercise. This circumstance continued for the next few minutes and as soon as I re-established contact with the ground; I cancelled the IFR clearance and proceeded VFR so I would not excite ATC any further. After landing; the wing leading edges evidenced significant erosion due to the heavy precipitation encountered.,
1377840,weather,During descent into ELD; we were kept high to due thunderstorms east and south of airport. When we passed the weather we began our descent for a visual approach. While on a 4 mile base we had gear down and speed brakes deployed to continue to slow to below flap speed. During that time we got a 'caution terrain' immediately followed by a 'pull up.' We were still at 1300 AGL but we decreased rate of descent and the warnings stopped. We were stable and on speed by 800 AGL. While we maintained a stable aircraft we could have extended on the downwind to give us more time to configure.,
1380247,weather,I started the day aware of the weather. It was raining when I woke up a couple hours prior to our wake up call. It was hard steady rain; vertical; with little horizontal lean. At the pick-up point in front of the hotel; the sky was mostly overcast and the air was warm; thick; and heavy with moisture. Convective activity was a consideration from the beginning of the day. Rain and thunder showers were in the vicinity at the time of departure.500 NM from departure; approximately one hour into the flight; just after passing position ZZZZZ; level at FL320; the majority of obvious convective activity was behind us. Sky conditions included an obscuring haze layer above broken clouds with tops at FL300 and smooth air and clear above. We had just settled into cruise flight after completing a seat rotation. The Captain elected the first two hour rest period. The International Relief Pilot was settling in with the flight plan and entering Flight Information Region (FIR) boundaries and 108 mile advance notification distance rings in the FIX page. I was watching the FMC entries was included in my normal instrument and outside scan. The flight was day time/VMC; course appeared clear of CB's; and no returns were being painted by the radar. The FP radar was selected to 80 NM and MP radar was selected to 160 NM; tilt was selected to (-)1 - (-)2 degrees ; brightness to full; gain adjusted to MAX. My attention was directed at normal scan of PFD; Navigation Display; enroute chart; FMC entries and outside.Within the scan; I glanced outside and instantly realized we would not clear the convective cloud boiling a few miles ahead. The cloud top was approximately FL340 and rapidly building. Immediately; I pushed heading SEL and selected a heading into the indicated wind; stated out loud; 'we are not going to clear that cloud!' As the airplane passed through about 10 degrees bank; we penetrated the very edge of the convective cloud. The airspeed jumped below the Vmin foot and stick shaker engaged. My reaction was; click off the autopilot; and maintain the level pitch attitude; existing bank angle; and guard the thrust levers. Within one second of cloud penetration; wind shear and hail were encountered. The windshield was cracked in several locations. We exited the cloud within just a few short seconds in a ten degree bank; about 10 - 15 degrees left of our original heading. I rolled the airplane back to the right through wings level; to its original course; I glanced at the engine instruments to verify normal indications. The airplane was returned to straight and level flight at our assigned altitude prior to re-engaging the autopilot. After a brief assessment of the airplanes condition; the 'Window Damage' checklist was accomplished. The Captain was called to the cockpit and briefed; the FME was briefed and the flight continued to its destination without further incident.Significant airframe and possible engine damage was discovered upon inspection after arrival at the destination airport.,
1380550,weather,During climb after departing ZZZ; we were in the process of circumnavigating some small cells of precip when we encountered momentary severe turbulence. We were operating in IMC and I had just initiated a left turn to avoid a small area of moderate precip depicted on the radar display when we were struck by an extremely strong and abrupt series of updrafts and downdrafts. The autopilot disconnected and I struggled to reach the thrust levers and yoke; as the turbulence was bad enough that I was having difficulty reaching and operating the controls. Fortunately the turbulence abated after a few seconds; and I was able to regain control and return to our normal pitch attitude and continue climbing and turning. I can't be certain how much altitude we gained or lost; since during the encounter I was more concerned with retarding the thrust; and I really couldn't read the display for a few seconds anyway. Once it was apparent that we had cleared the disturbance; I asked the non-flying pilot to call the flight attendant (I was still hesitant to remove my hands from the controls) to inquire as to whether or not she had sustained any injury. Fortunately; she had been able to hold on to something and was therefore uninjured. None of the passengers had been injured either. At this point; we also reported the encounter to ATC. The First Officer and I then discussed what course of action we should take; and we both agreed that since there was no evidence of any structural damage; and no injuries; that a diversion was not necessary; and we elected to continue to our destination (we were only about 30 minutes away anyway). Once we arrived; we decided that out of an abundance of caution that it would be prudent to report the incident to maintenance; just to be certain that the airplane had not been damaged in any way.,
1380776,weather,This was a re-position flight for [network charter] later that evening to Rio for the Olympics. Weather was affecting traffic flow and the preflight briefing with the dispatcher made it clear that this was a high priority flight for the charter. The dispatcher said that Dispatch could work around the advertised ground stops and we would get right out. That is what happened. In cruise; either Chicago or Cleveland center asked us what was the nature of the medical emergency. I asked what he meant. He said ATC had been told we needed special handling due to a medical emergency and he was curious as to the nature of the emergency. I told him it was an empty ferry flight and we had no medical emergency and that I understood it was simply a matter of the company wanting the aircraft [at destination] as soon as possible for a charter. It seems that the airline told ATC something that wasn't true to facilitate the schedule.,
1382035,weather,Events started with a line of thunderstorms and over time; before the kickoffs; the two areas connected and exploded causing a train track effect for ZZZ causing ground stops and ground delay programs all morning for ZZZ. With all this happening plus ZZZ1 [another hub airport] problems; then too many phone calls; from agents and pilots looking for releases and also trying to coordinate communication in timely fashion for game plans. Too many changes in ATC with planned updates and ground stops and ground delay programs. Too many messages on computer screen. Some of them are not important; yet [they] prevent you from doing your workload safely and efficiently and your computer screen updates changes for weather (hourly And forecasted); NOTAMs; equipment swaps; MELs; field condition reports; SIGMETs; AIRMETs; ATC reroutes; [and] ATC Operations game plans. When your messages are cleared; you turn around and there is more messages to go through again. It's a constant battle and you feel pressured from all sides in trying to get your workload completed safely and efficiently. When you ask for help in the past on other similar days; Management sends out a message to all desks to ask for volunteers to help and either every desk is busy or no one helps out. I have been told to ask around for help in past if I really have time. Sometimes bathroom breaks don't happen because you fear if you come back after 5 minutes and miss something you will get reprimanded by Management or the FAA for not complying in proper timing to answer crews by ACARS. Yes; I have passed along to others to watch my desk; [but this] just puts more workload on them too. We work ten hours and we have to eat while we work and either your food gets cold or you never finish. There were nine dispatchers involved with average of low 60s for releases per desk. With three closed desks [today]; two are always closed; four [dispatchers] scheduled [today]; and one desk closed [which] I assume Management never covered with overtime or did not want to cover. I am not a machine to knock out releases fast; each one has to be taken 1 at a time to check all details. Same with details for ZZZ in weather forecast accuracy; ATC delays; and reroutes.[This was caused by] weather forecasters not providing accurate and timely info to help plan for a safe flight and too many weather amendments to keep track of; ATC putting out excessive delays; ground delay programs and too many reroutes. Not enough staffing to handle overflow or releases or just to relief us for a few mins to get something to eat or fresh air.Have company bring in more dispatchers for workload issues. Management [needs to] ask if dispatchers need help; delaying or cancelling flights to get operations back on schedule; not running everything so late to get timely forecasts for airports so we can plan safe flights.,
1382361,weather,When getting ready to depart; a thunderstorm was passing West to East about 10 miles North of the field. Due to rapidly changing winds; our runway was changed three times. After the second time we were told to wait in holding pad 1 while waiting for the storm to pass. ATC had then informed all aircraft that they were going to hold all departures for an estimated 30 minutes while they waited for the storm to completely pass. About 5 minutes later they advised us that winds were steady from the north and we could depart 7L with a gap that had formed. Looking at the radar; there was more than enough room to depart East and our departure turned us South (away from the cell) and then West (about 20 mile South of the cell). After discussing with the FO; we decide that based on the radar; communication with ATC; other aircraft departing in the same direction; and seeing landing traffic; we decide it's safe to depart as offered. We make the needed changes for a 7L departure and run the runway change checklist and then before takeoff checklist. Once on tower we are advised 'winds are 360/25G34; can you accept that?' It was within limitations so we accept the takeoff clearance. Initial climb was normal and uneventful. About 5 miles off the runway departure advises us moderate to extreme precipitation 11 miles east of our position and that they could turn us south as we got higher. (10 east of the airport) we execute a turn to the south as published. At that time we hit what we thought was moderate to severe turbulence and the aircraft; with autopilot engaged; went from a 30 degree banked turn to a 45 degree banked turn for a few seconds. The attitude recovered quickly and we continued to experience moderate turbulence. The flight attendants and passengers were previously told to remain in their seats and double check that seatbelts were securely fastened. We continued the climb uneventfully to the West. Once out of sterile I called the flight attendants to make sure everyone was OK; which everyone was. We continued to [our destination] as normal and landed. At the gate I called [maintenance] to discuss the turbulence. We looked through the turbulence guidelines together. Based on the aircraft never being out of control; airspeed did not have any abnormal variations for moderate turbulence; and not being violently forced against seat belts (confirmed with the First Officer and Flight Attendant) we decided that the turbulence was on the high end of the moderate category and a maintenance write up was not required. The FO also made a thorough post-flight and did not note any abnormalities. This was my first experience with a thunderstorm near the terminal area. Based on SOPs (not departing/landing with thunderstorms within 5 miles of the airport; and remaining 20 miles away unless the crew determines they can safely navigate closer) we determined it safe. In the end I think it would have been a safer decision to delay until the storm was further away. Remember that radar images are not 'live' and just because other aircraft are departing and landing does not necessarily mean it is safe to do so. While the flight was safe; things could have been different with unpredictable weather or had a microburst occurred. This was a big lesson learned and decision-making will definitely be better around thunderstorms in the future.,
1382450,weather,I was deadheading on the aft jumpseat; watching the FA's working on the cart about a third of the way down the coach aisle. The moderate chop had started to get worse; and I was wondering if they would be able to finish the service. The number 1 FA later told me that she had called the cockpit and asked to have the FA's sit down; but that the pilots told her that we were almost out of the turbulence. A few minutes later; the turbulence got worse; so she made the PA for the FAs to sit down. The two aisle FAs made it to the aft galley; when suddenly the plane dropped dramatically. The number 4 FA seemed to have found a handhold near the galley; so she didn't go flying; but the number 2 FA flew up high in the air; his body parallel to the aisle. There was a second; even more severe drop immediately afterward; and he flew up again; this time higher than the seatbacks; and came down very hard. He didn't move for a while; which scared me; but the turbulence was so bad; I was afraid to leave my jumpseat. After a while; he limped to the jumpseat next to me; in obvious pain. Once the turbulence subsided; I made him an icepack. This was the worst turbulence I have experienced in my 31 year career. Many people were screaming; a man got a small cut on his arm when the cart went airborne and the teenage UM in the last row was very frightened. The number 2 FA became a helpless projectile in the cabin; with nothing but an airborne cart to hold on to. It was an image I will never forget.Many times in the last few years; I have thought about the decline in communication between the cockpit and the flight attendants regarding turbulence. We used to be called about turbulence much more often than we are now. Even when unexpected turbulence occurred; we would get a call asking us how we were; and letting us know approximately how much longer we could expect rough air. Not so much anymore. Many times lately I've sat in the back of a 777; with turbulence so bad the carts were falling over; and we never heard a word from the pilots. It made us feel forgotten; unimportant and expendable. Just last week after takeoff; we experienced such bad turbulence that we were holding on to the handholds in the FC galley; scared to death. It was so bad that we couldn't even let go with one hand to get into the jumpseats we were leaning against. Both of us have over 30 years flying experience; and are used to turbulence; but this event was so severe; our hands were shaking for about ten minutes afterwards. When I later spoke to the pilots about it; they just kind of shrugged and seemed very unconcerned. These observations are general. There are many great pilots who are proactive; team-oriented and concerned for our safety. It's just that there seems to be a large increase in the number of pilots who are not so aware of the conditions we are experiencing on the other side of the cockpit door. Cameras in the cabin might help convey the seriousness of some of the turbulence we experience; but mainly; I think there needs to be more communication between the crew members. We in the cabin are flying blind; so to speak; and are almost always unsecured in a part of the aircraft that experiences much worse turbulence than the cockpit.,
1383106,weather,This general concern is focused on two flights in the past week. In both cases active convective activity and weather avoidance led to multiple re-routes/runway changes in the terminal area. My concern is this: In this highly dynamic environment we were several times given clearance to a fix; fly the remainder of the new STAR except comply with amending instruction. One of these; maybe even two of these situations I understand and be flexible considering the myriad of difficult requirements ATC must comply with. Keep in mind this is right after an airport runway turn-around. We are busy gophers; busy heads-down gophers reprogramming the FMGCs. Then stepping through each fix and ensuring the restriction is loaded and/or amended per the new clearance below 10;000 ft! Down as low as 4;000 ft. The most notable was on flight XXXX. Flight Plan routing: KELPP.LINKK1.RWY27. We deviated between MID and IAH to avoid thunderstorms. Houston ARTCC (Gulf) cleared us direct PEGLG expect NNCEE1 Runway 8R. Prior to arriving at PEGLG we were vectored east and back to the west for spacing and delay. Deviating around smaller cells and inbound to KONZZ we were painting a very large and steep gradient cell on the right traffic downwind to 8R. We queried Approach twice and were told to continue for right traffic to 8R. Ambiguity! I'm not going to fly through it. Are we going to deviate south around it and come in from behind? Do we have enough fuel for that? Are we going to vector north for 8L? When we queried again we were told continue for 8R. It's getting busier and busier in the cockpit with planning. Are we at risk for outflow windshear landing east in IAH? Yes! Where are we diverting to if we can't make it in or we must execute a windshear escape and bug on out of IAH? Busier and busier. Queried a final time and stated we will not fly the right traffic downwind to 8R and need to consider our fuel for alternate. We are now near CHKEN. We are instructed to take the NNCEE1 Runway 8L. I believe we were at 6;000 ft. We needed that clearance the first time we queried. We had explained the cell was a no-go for us. The sheer number of re-clearances down low is a threat. I need TRACON to understand with every re-route and STAR and runway change comes a pull it up on the iPad; load it; and a verification phase which we want to do as early as possible. We have to be safe and flexible and understanding of the dynamic environment. ATC needs to rely less on 'fly to fix and descend via the remaining portion of new STAR except maintain 6;000 ft.' I feel like the time for vectors to a conga line is sometimes the better bet but for goodness sake don't give us continue toward a growing cumulonimbus with no plan for us to work with!,
